year,site,sex,WL,DOY,snow,snow.1,mayjun,mayaug.1
1996,6,m,17.66,210,158.8,NA,-1.7558,NA
1996,6,m,17.73,210,158.8,NA,-1.7558,NA
1996,6,m,18.02,210,158.8,NA,-1.7558,NA
1996,6,m,18.28,210,158.8,NA,-1.7558,NA
1996,6,m,18.01,210,158.8,NA,-1.7558,NA
1996,6,m,18.34,210,158.8,NA,-1.7558,NA
1996,6,m,18.82,210,158.8,NA,-1.7558,NA
1996,6,m,17.46,210,158.8,NA,-1.7558,NA
1996,6,m,18.21,210,158.8,NA,-1.7558,NA
1996,6,m,19,210,158.8,NA,-1.7558,NA
1996,6,m,19.28,210,158.8,NA,-1.7558,NA
1996,6,m,17.44,210,158.8,NA,-1.7558,NA
1996,6,m,17.57,210,158.8,NA,-1.7558,NA
1996,6,m,17.1,210,158.8,NA,-1.7558,NA
1996,6,m,18.18,210,158.8,NA,-1.7558,NA
1996,6,m,17.25,210,158.8,NA,-1.7558,NA
1996,6,m,17.55,210,158.8,NA,-1.7558,NA
1996,6,m,17.8,210,158.8,NA,-1.7558,NA
1996,6,m,18.1,210,158.8,NA,-1.7558,NA
1996,6,m,18.68,210,158.8,NA,-1.7558,NA
1996,6,m,18.39,210,158.8,NA,-1.7558,NA
1996,6,m,18.31,210,158.8,NA,-1.7558,NA
1996,6,m,18.29,210,158.8,NA,-1.7558,NA
1996,6,m,18.25,210,158.8,NA,-1.7558,NA
1996,6,m,18.78,210,158.8,NA,-1.7558,NA
1996,6,m,18.12,210,158.8,NA,-1.7558,NA
1996,6,m,18.88,210,158.8,NA,-1.7558,NA
1996,6,m,18.87,210,158.8,NA,-1.7558,NA
1996,6,m,18.4,210,158.8,NA,-1.7558,NA
1996,6,m,18.63,210,158.8,NA,-1.7558,NA
1996,6,f,18.7,210,158.8,NA,-1.7558,NA
1996,6,m,17.42,210,158.8,NA,-1.7558,NA
1996,6,m,18.82,210,158.8,NA,-1.7558,NA
1996,6,m,19.07,210,158.8,NA,-1.7558,NA
1996,6,m,18.93,210,158.8,NA,-1.7558,NA
1996,6,m,19.33,210,158.8,NA,-1.7558,NA
1996,6,m,18.54,210,158.8,NA,-1.7558,NA
1996,6,m,18.93,210,158.8,NA,-1.7558,NA
1996,6,m,18.04,210,158.8,NA,-1.7558,NA
1996,6,m,19.66,210,158.8,NA,-1.7558,NA
1996,6,m,18.08,210,158.8,NA,-1.7558,NA
1996,6,m,17.85,210,158.8,NA,-1.7558,NA
1996,6,m,18.45,210,158.8,NA,-1.7558,NA
1996,6,m,18.27,210,158.8,NA,-1.7558,NA
1996,6,m,17.57,210,158.8,NA,-1.7558,NA
1996,6,m,18.26,210,158.8,NA,-1.7558,NA
1996,6,m,18.42,210,158.8,NA,-1.7558,NA
1996,6,m,18.5,210,158.8,NA,-1.7558,NA
1996,6,m,17.95,210,158.8,NA,-1.7558,NA
1996,6,m,18.34,217,158.8,NA,-1.7558,NA
1996,6,f,20.33,217,158.8,NA,-1.7558,NA
