chick.id,nest,year,egg.id,is.parasite,hatch.order,egg.vol,egg.seq,chin_chroma
5011-2,5011,2005,2,FALSE,2,36.24755189,2,0.766513821
5011-3,5011,2005,3,FALSE,2,35.66104729,3,0.7588893
5011-4,5011,2005,4,FALSE,2,36.18587008,4,0.672267801
5011-5,5011,2005,5,FALSE,3,36.06112358,5,0.726799931
5011-6,5011,2005,6,FALSE,3,33.41583226,6,0.701132714
5011-7,5011,2005,7,FALSE,5,32.733612,7,0.719178819
5012-1,5012,2005,1,FALSE,2,33.0644714,NA,0.667996573
5012-4,5012,2005,4,FALSE,1,32.55861658,4,0.657774626
5012-5,5012,2005,5,FALSE,1,30.5773376,5,0.713682035
5012-6,5012,2005,6,FALSE,2,32.56266445,6,0.693347591
5012-7,5012,2005,7,FALSE,3,32.37158581,7,0.673405663
5012-8,5012,2005,8,FALSE,3,30.71718054,8,0.752265108
5012-P4,5012,2005,P4,TRUE,6,NA,NA,0.664996405
5012-P5,5012,2005,P5,TRUE,6,30.31844906,NA,0.764700787
5013-A,5013,2005,A,FALSE,2,NA,NA,0.71958207
5013-B,5013,2005,N/A,FALSE,1,NA,NA,0.683382795
5014-8,5014,2005,8,FALSE,1,29.19604845,8,0.720484598
