"","Family","Genus","species","Time","Locality","County","Source","Museum.ID","Year.Collected","Height.mm","Length.mm","Thickness.1","Thickness.2","Thickness.3","Thickness.4","Thickness.5","Thickness.6","Thickness.7","size","mean_thickness","logsize","logthickness","size_meancentered"
"1","Veneridae","Leukoma","staminea","Holocene","North of Pacific Beach","San Diego","SBMNH","SBMNH 111034","1913",26.85,"32.86",3.73,"0.926",0.615,0.629,"0.888","1.211","1.091",29.7,1.3,3.39114704580865,0.262364264467491,-0.111986924267505
"2","Veneridae","Leukoma","staminea","Holocene","North of Pacific Beach","San Diego","SBMNH","SBMNH 111034","1913",32.52,"39.87",3.84,"0.967",0.716,0.51,"0.461","0.589","0.866",36.01,1.14,3.58379667766078,0.131028262406404,0.0806627075846253
"3","Veneridae","Leukoma","staminea","Holocene","North of Pacific Beach","San Diego","SBMNH","SBMNH 111034","1913",36.91,"43.08",5.11,"0.989",0.684,0.56,"0.622","1.289","1.614",39.88,1.55,3.68587494509364,0.438254930931155,0.182740975017479
"4","Veneridae","Leukoma","staminea","Holocene","North of Pacific Beach","San Diego","SBMNH","SBMNH 111034","1913",45.63,"52.15",6.12,"1.586",1.09,0.923,"1.269","1.842","2.024",48.78,2.12,3.88732039278777,0.751416088683921,0.384186422711616
"5","Veneridae","Leukoma","staminea","Holocene","La Jolla","San Diego","SBMNH","SBMNH 103389","1915",18.64,"21.89",3.02,"0.806",0.51,0.702,"0.988","1.122","1.016",20.2,1.17,3.00568260440716,0.157003748809665,-0.497451365668999
"6","Veneridae","Leukoma","staminea","Holocene","La Jolla","San Diego","SBMNH","SBMNH 103389","1915",19.22,"24.39",2.9,"0.774",0.695,0.735,"0.906","1.064","1.278",21.65,1.19,3.0750054544485,0.173953307123438,-0.42812851562766
"7","Veneridae","Chionista","fluctifraga","Holocene","San Diego","San Diego","SBMNH","SBMNH 104567","1919",55.18,"57.55",11.87,"7.149",5.76,4.557,"4.262","3.769","3.247",56.35,5.8,4.03158224048579,1.75785791755237,0.32968325828447
"8","Veneridae","Tivela","stultorum","Holocene","Coronado Beach","San Diego","SDMNH","18602","1923",16.86,"22.61",2.66,"0.794",1.119,1.402,"1.496","1.441","0.89",19.52,1.4,2.97143958098495,0.336472236621213,-0.328554156792201
"9","Veneridae","Tivela","stultorum","Holocene","Coronado Beach","San Diego","SDMNH","18602","1923",19.04,"25.39",3.16,"0.723",1.369,1.325,"1.454","1.384","1.044",21.99,1.49,3.09058780456667,0.398776119957368,-0.209405933210478
"10","Veneridae","Tivela","stultorum","Holocene","Coronado Beach","San Diego","SDMNH","18602","1923",18.67,"26.03",2.81,"0.749",1.208,1.543,"1.661","1.534","1.089",22.04,1.51,3.09285898428471,0.412109650826833,-0.207134753492434
"11","Veneridae","Tivela","stultorum","Holocene","Coronado Beach","San Diego","SDMNH","18602","1923",19.43,"26.37",2.82,"0.777",1.18,1.507,"1.864","1.673","1.13",22.64,1.56,3.11971825333498,0.444685821261446,-0.180275484442166
"12","Veneridae","Tivela","stultorum","Holocene","Coronado Beach","San Diego","SDMNH","18602","1923",19.78,"27.91",3.13,"0.776",1.034,1.585,"1.694","1.445","0.917",23.5,1.51,3.15700042115011,0.412109650826833,-0.142993316627035
"13","Veneridae","Tivela","stultorum","Holocene","Coronado Beach","San Diego","SDMNH","18602","1923",19.94,"27.83",2.79,"0.8",1.479,1.857,"1.959","1.492","0.684",23.56,1.58,3.15955035878339,0.457424847038875,-0.140443378993762
"14","Veneridae","Tivela","stultorum","Holocene","Coronado Beach","San Diego","SDMNH","18602","1923",25.02,"35.68",4.05,"1.317",1.974,2.533,"2.847","2.405","1.559",29.88,2.38,3.39718936026462,0.867100487683383,0.0971956224874684
"15","Veneridae","Tivela","stultorum","Holocene","Coronado Beach","San Diego","SDMNH","18602","1923",26.11,"36.07",3.86,"1.128",1.684,2.531,"2.501","2.213","1.415",30.69,2.19,3.42393686863164,0.783901543828409,0.123943130854497
"16","Veneridae","Tivela","stultorum","Holocene","Coronado Beach","San Diego","SDMNH","18602","1923",27.2,"35.55",4.38,"1.019",1.752,2.198,"2.096","1.805","0.981",31.1,2.03,3.43720781918519,0.708035793053696,0.13721408140804
"17","Veneridae","Tivela","stultorum","Holocene","Coronado Beach","San Diego","SDMNH","18602","1923",32.35,"44.23",4.86,"1.459",2.082,3.013,"3.412","3.013","1.271",37.83,2.73,3.63310243864494,1.00430160919687,0.33310870086779
"18","Veneridae","Tivela","stultorum","Holocene","Coronado Beach","San Diego","SDMNH","18602","1923",34.5,"47.74",5.97,"2.165",3.476,3.942,"3.659","2.85","1.824",40.58,3.41,3.70327533439767,1.22671229129543,0.403281596620521
"19","Veneridae","Tivela","stultorum","Holocene","Coronado Beach","San Diego","SDMNH","18602","1923",34.85,"48.3",4.93,"1.161",2.192,2.726,"2.879","2.549","1.948",41.03,2.63,3.7143035064541,0.966983846189673,0.414309768676947
"20","Veneridae","Tivela","stultorum","Holocene","Coronado Beach","San Diego","SDMNH","18602","1923",36.7,"53.31",5.34,"1.922",2.861,3.807,"3.292","3.366","2.248",44.23,3.26,3.78940329188024,1.18172719537862,0.489409554103087
"21","Veneridae","Tivela","stultorum","Holocene","Coronado Beach","San Diego","SDMNH","18602","1923",39.07,"53.28",5.71,"1.641",3.899,4.438,"4.105","3.567","2.577",45.63,3.71,3.82056539493931,1.31103187661934,0.520571657162163
"22","Veneridae","Tivela","stultorum","Holocene","Coronado Beach","San Diego","SDMNH","18602","1923",41.02,"56.02",5.8,"1.869",3.515,3.827,"3.294","2.727","1.742",47.94,3.25,3.86995022900624,1.17865499634165,0.56995649122909
"23","Veneridae","Tivela","stultorum","Holocene","Coronado Beach","San Diego","SDMNH","18602","1923",69.06,"88.34",11.83,"11.81",3.243,5.198,"6.049","5.629","4.462",78.11,6.89,4.35811808962221,1.93007108502557,1.05812435184506
"24","Veneridae","Chione","californiensis","Holocene","North Island, San Diego Bay","San Diego","SBMNH","SBMNH 167606","1934",17.42,"21.24",2.84,"n/a",0.614,0.644,"0.774","0.92","0.889",19.24,1.11,2.95699144523756,0.104360015324243,-0.432924356215721
"25","Veneridae","Chione","californiensis","Holocene","North Island, San Diego Bay","San Diego","SBMNH","SBMNH 167606","1934",22.18,"26.32",4.07,"1.54",1.627,1.426,"1.713","1.696","1.323",24.16,1.91,3.18469837306661,0.647103242058538,-0.205217428386667
"26","Veneridae","Chione","californiensis","Holocene","Imperial Beach","San Diego","SBMNH","SBMNH 167607","1934",30.94,"34.27",6.76,"3.861",2.954,2.183,"1.703","1.753","1.741",32.56,2.99,3.48308454113434,1.0952733874026,0.0931687396810581
"27","Veneridae","Chione","californiensis","Holocene","Imperial Beach","San Diego","SBMNH","SBMNH 167607","1934",32.19,"34.89",6.34,"2.599",1.92,1.779,"1.951","2.084","1.543",33.51,2.6,3.51184390174922,0.955511445027436,0.121928100295938
"28","Veneridae","Chione","californiensis","Holocene","North Island, San Diego Bay","San Diego","SBMNH","SBMNH 167606","1934",34.97,"43.65",5.61,"1.978",1.733,1.544,"1.85","2.571","2.14",39.07,2.49,3.66535490906698,0.912282710476616,0.275439107613698
"29","Veneridae","Chione","californiensis","Holocene","North Island, San Diego Bay","San Diego","SBMNH","SBMNH 167606","1934",44.07,"49.1",8.01,"3.855",3.483,2.709,"2.456","2.347","1.671",46.52,3.5,3.83988232765046,1.25276296849537,0.449966526197183
"30","Veneridae","Chione","californiensis","Holocene","North Island, San Diego Bay","San Diego","SBMNH","SBMNH 167606","1934",50.98,"57.23",9.4,"5.668",3.479,2.475,"2.894","2.718","1.979",54.01,4.09,3.9891692146048,1.40854497005471,0.599253413151518
"31","Veneridae","Leukoma","staminea","Holocene","San Diego Bay","San Diego","SBMNH","SBMNH 167609","1934",19.76,"24.05",2.61,"0.638",0.559,0.619,"0.768","0.694","0.625",21.8,0.93,3.08190996979504,-0.0725706928348354,-0.421224000281115
"32","Veneridae","Leukoma","staminea","Holocene","San Diego Bay","San Diego","SBMNH","SBMNH 167609","1934",27.95,"32.47",4.09,"1.178",1.043,1.245,"1.276","1.635","1.841",30.13,1.76,3.40552135314221,0.56531380905006,-0.0976126169339486
"33","Veneridae","Leukoma","staminea","Holocene","San Diego Bay","San Diego","SBMNH","SBMNH 167609","1934",37.93,"44.38",4.67,"1.304",1.22,1.491,"1.509","1.64","1.773",41.03,1.94,3.7143035064541,0.662687973075237,0.211169536377936
"34","Veneridae","Leukoma","staminea","Holocene","Point Loma, La Playa","San Diego","SBMNH","SBMNH 167610","1934",47.1,"55.61",6.58,"1.834",1.885,1.875,"1.721","2.505","2.324",51.18,2.67,3.93534883073164,0.982078472412158,0.432214860655484
"35","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",10.71,"14.03",1.7,"0.491",0.516,0.755,"0.825","0.653","0.513",12.26,0.78,2.50634193050807,-0.2484613592985,-0.793651807269083
"36","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",11.77,"16.02",1.97,"0.499",0.589,0.732,"0.975","0.985","0.77",13.73,0.93,2.61958321977988,-0.0725706928348354,-0.680410517997268
"37","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",12.47,"16.82",2.15,"0.538",0.716,0.724,"0.859","0.869","0.676",14.48,0.93,2.67276838695757,-0.0725706928348354,-0.627225350819578
"38","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",12.83,"17.29",2.12,"0.382",0.452,0.597,"0.723","0.723","0.77",14.89,0.82,2.70068984669592,-0.198450938723838,-0.59930389108123
"39","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",13.06,"17.79",2.32,"0.582",0.625,0.771,"0.897","0.873","0.757",15.24,0.98,2.7239235502585,-0.0202027073175195,-0.576070187518648
"40","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",13.06,"17.83",2.33,"0.622",0.603,0.939,"1.103","1.127","0.97",15.26,1.1,2.72523502585631,0.0953101798043249,-0.574758711920837
"41","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",13.27,"17.71",2.41,"0.549",0.654,0.861,"1.069","1.098","1.042",15.33,1.1,2.72981169288372,0.0953101798043249,-0.570182044893425
"42","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",13.14,"18.11",2.24,"0.501",0.674,0.788,"0.862","0.779","0.895",15.43,0.96,2.73631366637507,-0.0408219945202552,-0.563680071402079
"43","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",13.28,"18.03",2.33,"0.616",0.724,0.94,"1.174","1.159","1.012",15.47,1.14,2.73890266458497,0.131028262406404,-0.561091073192173
"44","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",13.42,"17.86",2.25,"0.625",0.687,0.866,"1.208","1.203","1.031",15.48,1.12,2.73954886816158,0.113328685307003,-0.560444869615567
"45","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",13.34,"17.96",2.06,"0.652",0.696,0.983,"1.174","1.13","0.825",15.48,1.07,2.73954886816158,0.0676586484738149,-0.560444869615567
"46","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",13.47,"17.95",2.42,"0.659",0.727,0.839,"0.851","0.915","0.77",15.55,1.03,2.74406063862524,0.0295588022415444,-0.555933099151905
"47","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",13.65,"18.34",2.33,"0.654",0.755,0.887,"1.025","1.112","1.145",15.82,1.13,2.76127496233951,0.122217632724249,-0.53871877543764
"48","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",13.79,"18.36",2.35,"0.613",0.71,1.026,"1.139","1.07","0.848",15.91,1.11,2.7669478423497,0.104360015324243,-0.533045895427453
"49","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",13.78,"18.46",2.53,"0.589",0.701,0.854,"0.988","0.987","0.731",15.95,1.05,2.76945882923085,0.048790164169432,-0.530534908546294
"50","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",14.31,"18.38",2.5,"0.667",0.791,0.964,"1.027","1.149","0.765",16.22,1.12,2.78624504868727,0.113328685307003,-0.513748689089881
"51","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",14.12,"18.85",2.49,"0.747",0.871,1.23,"1.399","1.28","1.067",16.31,1.3,2.79177841663292,0.262364264467491,-0.508215321144226
"52","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",14.2,"18.73",2.39,"0.752",0.772,1.026,"1.353","1.295","1.043",16.31,1.23,2.79177841663292,0.207014169384326,-0.508215321144226
"53","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",14.66,"18.22",2.4,"0.701",0.693,0.908,"1.194","1.303","0.9",16.34,1.16,2.79361608943186,0.148420005118273,-0.506377648345291
"54","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",14.44,"19.06",2.41,"0.671",0.751,0.962,"1.235","1.172","0.96",16.59,1.17,2.80880010420235,0.157003748809665,-0.491193633574795
"55","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",14.14,"19.54",2.56,"0.647",0.718,0.837,"0.933","1.013","0.846",16.62,1.08,2.8106067894273,0.0769610411361284,-0.489386948349846
"56","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",14.47,"19.13",2.44,"0.734",0.734,1.12,"1.344","1.188","0.804",16.64,1.19,2.81180943539306,0.173953307123438,-0.488184302384085
"57","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",14.07,"19.72",2.55,"0.688",0.796,0.963,"1.142","1.103","1.026",16.66,1.18,2.8130106367387,0.165514438477573,-0.486983101038451
"58","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",14.65,"19.04",2.54,"0.752",0.825,1.122,"1.132","1.037","0.761",16.7,1.17,2.81540871942271,0.157003748809665,-0.484585018354438
"59","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",14.69,"19.19",2.66,"0.697",0.767,0.975,"0.977","1.012","0.773",16.79,1.12,2.82078347108945,0.113328685307003,-0.479210266687699
"60","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",14.87,"20.02",2.55,"0.659",0.726,0.806,"0.973","0.994","0.854",17.25,1.08,2.84781214347737,0.0769610411361284,-0.452181594299779
"61","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",15.2,"19.92",2.73,"0.758",0.891,1.173,"1.224","1.222","1.202",17.4,1.31,2.85647020622048,0.27002713721306,-0.443523531556665
"62","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",14.9,"20.34",2.37,"0.72",0.73,0.877,"0.866","0.994","0.957",17.41,1.07,2.8570447537801,0.0676586484738149,-0.44294898399705
"63","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",15.23,"20.28",2.55,"0.702",0.765,1.063,"1.296","1.195","1.015",17.57,1.23,2.86619290219901,0.207014169384326,-0.433800835578142
"64","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",15.1,"20.52",2.74,"0.624",0.74,0.897,"0.942","1.033","0.894",17.6,1.12,2.86789890204411,0.113328685307003,-0.432094835733042
"65","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",15.28,"20.4",2.47,"0.722",0.754,1.036,"1.317","1.351","1.29",17.66,1.28,2.87130219517581,0.246860077931526,-0.428691542601334
"66","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",15.37,"20.48",2.53,"0.617",0.75,1.076,"1.269","1.297","1.082",17.74,1.23,2.87582197688143,0.207014169384326,-0.424171760895715
"67","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",15.4,"20.78",2.7,"0.807",0.86,1.203,"1.409","1.364","1.185",17.89,1.36,2.88424189752063,0.307484699747961,-0.41575184025652
"68","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",15.79,"21.04",2.83,"0.773",0.9,1.082,"1.291","1.11","0.924",18.23,1.27,2.90306858869057,0.2390169004705,-0.396925149086576
"69","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",16.22,"20.93",2.65,"0.751",0.881,1.169,"1.37","1.247","0.945",18.43,1.29,2.91397977168173,0.254642218373581,-0.386013966095416
"70","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",15.84,"21.73",2.48,"0.803",0.832,1.133,"1.175","1.123","0.864",18.55,1.2,2.92046978905344,0.182321556793955,-0.379523948723704
"71","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",16.03,"22.08",2.55,"0.811",0.866,1.168,"1.366","1.427","1.03",18.81,1.32,2.93438864331294,0.27763173659828,-0.365605094464209
"72","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",16.11,"22.25",2.66,"0.605",0.683,0.95,"1.265","1.004","0.81",18.93,1.14,2.94074796522123,0.131028262406404,-0.359245772555917
"73","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",16.35,"22.05",2.62,"0.797",0.938,1.169,"1.34","1.249","0.983",18.99,1.3,2.94391252482419,0.262364264467491,-0.356081212952954
"74","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",16.58,"22.11",2.62,"0.743",0.846,1.138,"1.422","1.457","1.091",19.15,1.33,2.95230271562665,0.285178942233662,-0.347691022150493
"75","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",16.34,"23.19",2.86,"0.627",0.756,0.913,"0.99","1.092","0.941",19.47,1.17,2.96887481938411,0.157003748809665,-0.33111891839304
"76","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",17.15,"23.03",2.74,"0.743",0.878,1.224,"1.236","1.214","0.904",19.87,1.28,2.98921105656373,0.246860077931526,-0.310782681213423
"77","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",17.72,"23.56",2.73,"0.777",0.96,1.242,"1.368","1.292","0.985",20.43,1.34,3.01700440882953,0.29266961396282,-0.282989328947617
"78","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",25.31,"34",3.76,"0.936",1.232,1.653,"1.64","1.637","1.273",29.33,1.73,3.37861088298936,0.548121408509688,0.0786171452122115
"79","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",25.89,"34.83",3.99,"1.288",1.546,2.091,"2.182","2.435","2.174",30.03,2.24,3.40219688199524,0.806475865866949,0.102203144218091
"80","Veneridae","Tivela","stultorum","Holocene","Torry Pines State Park","San Diego","SBMNH","SBMNH 167689","1935",26.85,"36.65",4.57,"n/a",1.749,2.287,"2.29","2.232","1.616",31.37,2.46,3.44585202220259,0.900161349944271,0.145858284425439
"81","Veneridae","Chionista","fluctifraga","Holocene","San Onofre","San Diego","SBMNH","SBMNH 49468","1936",39.27,"45.64",7.04,"1.939",1.9,1.758,"1.735","1.865","1.698",42.34,2.56,3.74573226570672,0.940007258491471,0.0438332835054038
"82","Veneridae","Leukoma","staminea","Holocene","San Onofre Beach","San Diego","SBMNH","SBMNH 169299","1937",40.76,"45.42",5.87,"1.551",1.585,1.755,"2.325","2.84","2.712",43.03,2.66,3.76189754685051,0.978326122793608,0.25876357677435
"83","Veneridae","Leukoma","staminea","Holocene","San Onofre Beach","San Diego","SBMNH","SBMNH 169299","1937",39.86,"48.28",6.39,"1.638",1.309,1.626,"1.516","1.805","1.958",43.87,2.32,3.78123071517812,0.841567185678219,0.278096745101964
"84","Veneridae","Leukoma","staminea","Holocene","San Onofre Beach","San Diego","SBMNH","SBMNH 169299","1937",44.47,"50.25",6.51,"1.477",1.492,1.751,"1.907","2.432","2.884",47.27,2.64,3.85587584480515,0.970778917158225,0.352741874728987
"85","Veneridae","Tivela","stultorum","Holocene","Mission Bay","San Diego","SBMNH","SBMNH 167690","1945",68.61,"88.11",10.19,"4.56",6.289,6.691,"5.118","4.222","3.937",77.75,5.86,4.35349855105934,1.76814960358892,1.0535048132822
"86","Veneridae","Leukoma","staminea","Holocene","San Onofre","San Diego","SBMNH","SBMNH 117149","1950",44.92,"54.06",6.38,"1.878",1.524,1.398,"1.598","1.747","1.795",49.28,2.33,3.89751831922526,0.845868267577609,0.394384349149106
"87","Veneridae","Chione","californiensis","Holocene","Intertidal - 3m, breakwater, and flood control channel, Mission Bay","San Diego","LACM","LACM59-1.1","1959",16.19,"19.93",2.63,"0.611",0.779,0.827,"0.834","0.972","0.915",17.96,1.08,2.88814706287405,0.0769610411361284,-0.501768738579228
"88","Veneridae","Chione","californiensis","Holocene","Intertidal - 3m, breakwater, and flood control channel, Mission Bay","San Diego","LACM","LACM59-1.1","1959",20.08,"24.16",3.06,"0.694",0.564,0.662,"0.822","0.898","0.912",22.03,1.09,3.09240516081425,0.0861776962410524,-0.297510640639029
"89","Veneridae","Chione","californiensis","Holocene","Intertidal - 3m, breakwater, and flood control channel, Mission Bay","San Diego","LACM","LACM59-1.1","1959",21.57,"24.13",3.38,"0.708",0.681,0.757,"0.971","0.737","0.781",22.81,1.15,3.1271990362963,0.139761942375159,-0.262716765156985
"90","Veneridae","Chione","californiensis","Holocene","Intertidal - 3m, breakwater, and flood control channel, Mission Bay","San Diego","LACM","LACM59-1.1","1959",21.83,"25.94",3.66,"1.215",1.101,0.997,"1.414","1.251","1.1",23.8,1.53,3.16968558067743,0.425267735404344,-0.220230220775852
"91","Veneridae","Chione","californiensis","Holocene","Intertidal - 3m, breakwater, and flood control channel, Mission Bay","San Diego","LACM","LACM59-1.1","1959",22.81,"25.52",3.9,"1.263",1.133,1.009,"1.227","1.063","0.622",24.13,1.46,3.18345587963694,0.378436435720245,-0.206459921816341
"92","Veneridae","Chionista","fluctifraga","Holocene","Mission Bay","San Diego","SBMNH","SBMNH 152397","1959",23.7,"26.98",3.86,"1.041",1.365,1.431,"1.358","1.456","1.002",25.29,1.64,3.23040906068187,0.494696241836107,-0.471489921519442
"93","Veneridae","Chionista","fluctifraga","Holocene","Mission Bay","San Diego","SBMNH","SBMNH 152397","1959",48.35,"52.65",9.89,"5.301",5.203,4.712,"3.875","3.922","2.989",50.45,5.13,3.92098274679962,1.63510565918268,0.219083764598303
"94","Veneridae","Chionista","fluctifraga","Holocene","Mission Bay","San Diego","SBMNH","SBMNH 152397","1959",50.18,"58.94",10.28,"4.534",4.174,3.735,"3.501","3.294","3.021",54.38,4.65,3.99599643920432,1.53686721959926,0.29409745700301
"95","Veneridae","Chionista","fluctifraga","Holocene","Mission Bay","San Diego","SBMNH","SBMNH 129020","1961",21.75,"24.84",3.58,"0.84",0.947,1.029,"0.957","1.059","0.855",23.24,1.32,3.14587493198371,0.27763173659828,-0.556024050217605
"96","Veneridae","Chione","californiensis","Holocene","Intertidal, La Jolla, foot of Midtway St.","San Diego","LACM","No.62-17","1962",26.09,"28.56",5.34,"2.39",2.451,2.232,"2.206","1.758","0.972",27.3,2.48,3.30688670219091,0.908258560176891,-0.083029099262367
"97","Veneridae","Chione","californiensis","Holocene","La Jolla","San Diego","SBMNH","SBMNH 454394","1963",27.63,"32.52",6,"2.104",2.086,2.079,"2.098","1.99","1.645",29.98,2.57,3.40053049267445,0.943905898907128,0.0106146912211704
"98","Veneridae","Leukoma","staminea","Holocene","Shelter Island","San Diego","SBMNH","SBMNH 212044","1964",11.07,"13.44",1.59,"0.435",0.502,0.406,"0.429","0.548","0.503",12.2,0.63,2.50143595173921,-0.462035459596559,-1.00169801833695
"99","Veneridae","Chione","californiensis","Holocene","Intertidal, Tiajuana River Slough (S of Imperial Beach)","San Diego","LACM","No.66-10","1966",22.05,"26.68",3.58,"1.284",1.035,1.169,"1.325","1.374","1.129",24.25,1.56,3.18841661738349,0.444685821261446,-0.201499184069789
"100","Veneridae","Chione","californiensis","Holocene","Intertidal, Tiajuana River Slough (S of Imperial Beach)","San Diego","LACM","No.66-10","1966",22.41,"26.51",4.17,"1.463",1.29,1.215,"1.284","1.167","1.087",24.37,1.67,3.19335286763712,0.512823626428664,-0.196562933816166
"101","Veneridae","Chione","californiensis","Holocene","Intertidal, Tiajuana River Slough (S of Imperial Beach)","San Diego","LACM","No.66-10","1966",36.26,"42.87",7.2,"3.234",3.39,3.174,"2.995","2.661","1.84",39.43,3.5,3.67452694788954,1.25276296849537,0.284611146436255
"102","Veneridae","Chione","californiensis","Holocene","Intertidal, Tiajuana River Slough (S of Imperial Beach)","San Diego","LACM","No.66-10","1966",37.13,"42.58",5.67,"2.319",2.421,2.148,"1.895","1.812","1.261",39.76,2.5,3.68286138178837,0.916290731874155,0.292945580335092
"103","Veneridae","Chione","californiensis","Holocene","Intertidal, Tiajuana River Slough (S of Imperial Beach)","San Diego","LACM","No.66-10","1966",37.42,"42.52",5.55,"3.421",2.537,2.267,"1.782","1.684","1.75",39.89,2.71,3.68612566591732,0.99694863489161,0.296209864464034
"104","Veneridae","Chione","californiensis","Holocene","Intertidal, Tiajuana River Slough (S of Imperial Beach)","San Diego","LACM","No.66-10","1966",39.35,"43.14",6.71,"3.011",3.742,3.103,"2.849","2.145","1.828",41.2,3.34,3.71843825635548,1.20597080698861,0.328522454902199
"105","Veneridae","Chione","californiensis","Holocene","Intertidal, Tiajuana River Slough (S of Imperial Beach)","San Diego","LACM","No.66-10","1966",39.23,"43.7",6.51,"2.347",3.22,2.598,"2.237","2.42","1.724",41.4,3.01,3.72328088083127,1.10194007876078,0.333365079377987
"106","Veneridae","Chione","californiensis","Holocene","Intertidal, Tiajuana River Slough (S of Imperial Beach)","San Diego","LACM","No.66-10","1966",39.49,"43.9",7.02,"2.5",2.677,2.393,"2.472","2.081","1.692",41.64,2.98,3.72906124374677,1.09192330051731,0.339145442293487
"107","Veneridae","Chione","californiensis","Holocene","Intertidal, Tiajuana River Slough (S of Imperial Beach)","San Diego","LACM","No.66-10","1966",39.06,"44.8",6.1,"2.034",1.973,2.107,"2.378","2.488","2.347",41.83,2.78,3.73361378545411,1.02245092770255,0.343697984000826
