Nest,Egg_Number,Egg_ID,Hatched,Nest_Fate,Mass,Length,Width,Lay_Date
6002,1,6002-1,1,Active,34.4,51.4,35.2,
6002,2,6002-2,1,Active,34.1,49.4,36.3,
6002,3,6002-3,1,Active,35.2,49.5,36.2,
6002,4,6002-4,1,Active,35,48.4,36.2,
6002,5,6002-5,1,Active,35.1,49.2,36,5/5/06
6002,6,6002-6,1,Active,35.1,49.1,36.1,5/6/06
6002,7,6002-7,1,Active,34.2,49.6,36,5/7/06
6002,8,6002-8,1,Active,34.3,48.9,35.8,5/8/06
6002,9,6002-9,1,Active,33.5,48.4,35.6,5/9/06
6002,10,6002-10,1,Active,33.3,49.3,34.9,5/10/06
6002,P1,6002-P1,1,Active,31.2,49,34.2,5/5/06
6003,1,6003-1,1,Active,21.7,45.6,29.2,
6003,2,6003-2,1,Active,24.3,46.8,30.7,
6003,3,6003-3,1,Active,26.3,47.4,32.1,
6003,4,6003-4,1,Active,26,46.7,31.8,
6003,5,6003-5,1,Active,24.9,46.6,31.5,5/5/06
6003,6,6003-6,1,Active,26.2,47.7,31.9,5/6/06
6003,7,6003-7,1,Active,25.3,46.4,31.7,5/7/06
6003,8,6003-8,1,Active,25.7,46.6,31.4,5/8/06
6003,9,6003-9,1,Active,25.2,47.5,30.6,5/9/06
6003,P1,6003-P1,1,Active,29.3,47.4,33.5,5/13/06
6003,P2,6003-P2,1,Active,29.8,48.4,33.7,5/14/06
6003,P3,6003-P3,1,Active,28.6,47.5,33.3,5/15/06
6004,1,6004-1,1,Active,30.8,46,35.5,5/4/06
6004,2,6004-2,1,Active,31.8,46.5,35.6,5/5/06
6004,3,6004-3,1,Active,31.8,47.2,35.6,5/6/06
6004,4,6004-4,1,Active,32.9,48.1,36,5/7/06
6004,5,6004-5,1,Active,32.2,47,35.6,5/8/06
6004,6,6004-6,1,Active,32.5,48.3,35.5,5/9/06
6004,7,6004-7,1,Active,30.4,48.2,34.7,5/10/06
6004,8,6004-8,1,Active,29.9,47.2,34.6,5/11/06
6004,P1,6004-P1,1,Active,28.6,46,33.8,5/5/06
6004,P2,6004-P2,1,Active,30.7,48.7,34.1,5/6/06
6004,P3,6004-P3,1,Active,30.7,50.4,34.1,5/7/06
6005,1,6005-1,1,Failed,33.4,49,35.2,
6005,2,6005-2,1,Failed,31.7,49.7,34.1,
6006,1,6006-1,1,Active,31.1,48,34.4,
6006,2,6006-2,1,Active,28.4,45.7,33.7,
6006,3,6006-3,1,Active,29,46.6,33.9,5/6/06
6006,4,6006-4,1,Active,29.1,47.8,33.7,5/7/06
6006,5,6006-5,1,Active,27.1,46.3,32.9,5/8/06
6006,6,6006-6,0,Active,26.5,45.6,32.8,
6006,6,6006-6,1,Active,26.8,46.1,33,5/9/06
6006,7,6006-7,1,Active,26.3,46.2,32.2,5/10/06
6006,P1,6006-P1,1,Active,31.5,49.6,34.4,5/8/06
6006,P2,6006-P2,1,Active,32.4,49.8,34.3,5/9/06
6006,P3,6006-P3,1,Active,31.3,48.5,34.2,5/10/06
6006,P4,6006-P4,1,Active,32,49.9,33.4,5/11/06
6006,P5,6006-P5,1,Active,30.6,49,34,5/12/06
6006,P6,6006-P6,1,Active,26.2,45.5,32.2,5/13/06
6006,P7,6006-P7,1,Active,27.9,48.3,33,5/30/06
6007,1,6007-1,0,Failed,26.9,46.1,32.9,5/5/06
6007,P1,6007-P1,0,Failed,28.7,47.7,33.1,
6008,1,6008-1,0,Failed,34.8,51.6,35.4,5/5/06
6008.1,1,6008.1-1,0,Failed,32.4,49.2,34.6,5/7/06
6009,1,6009-1,0,Failed,32.2,49.6,34.4,5/5/06
6011,1,6011-1,0,Failed,20.1,48.8,34.3,
6011,2,6011-2,0,Failed,18.6,47.4,33.6,
6011,3,6011-3,0,Failed,33.3,50.9,35,5/7/06
6011,4,6011-4,0,Failed,33.5,51,35.3,5/8/06
6011,5,6011-5,0,Failed,33,49.6,34.9,5/9/06
6011,6,6011-6,0,Failed,33.4,50.5,35,5/10/06
6012,1,6012-1,1,Active,31.4,50.6,34.4,5/6/06
6012,2,6012-2,1,Active,29.8,50.4,33.3,5/7/06
6012,3,6012-3,1,Active,27.4,48.1,32.6,5/8/06
6012,4,6012-4,1,Active,29.8,48.8,33.6,5/9/06
6012,5,6012-5,1,Active,29.9,48.8,33.7,5/10/06
6012,6,6012-6,1,Active,31,50.1,34,5/11/06
6012,7,6012-7,1,Active,31.6,50.8,34,5/12/06
6012,8,6012-8,1,Active,27.4,47.2,32.8,5/13/06
6012,9,6012-9,1,Active,27.7,48,33,5/14/06
6012,10,6012-10,1,Active,27.5,48.9,32.5,5/15/06
6012,11,6012-11,1,Active,28.5,50.2,32.6,5/16/06
6012,12,6012-12,1,Active,28.7,50.4,33,5/17/06
6012,13,6012-13,1,Active,27.7,49.5,32.5,5/18/06
6012,P1,6012-P1,1,Active,28.8,48.5,33.4,
6013,1,6013-1,0,Failed,32.7,49.9,35.4,5/6/06
6015,1,6015-1,0,Failed,30.6,49.6,34.3,5/7/06
6015,2,6015-2,0,Failed,30.6,50,33.7,5/8/06
6015,P1,6015-P1,0,Failed,32.8,49.7,34.4,5/7/06
6017,1,6017-1,1,Active,31.6,50,34,
6017,2,6017-2,1,Active,30,50.5,32.7,
6017,3,6017-3,1,Active,31.4,50.4,34,5/8/06
6017,4,6017-4,1,Active,30,48.1,33.3,5/9/06
6017,5,6017-5,1,Active,30.7,49.9,33.6,5/10/06
6017,6,6017-6,1,Active,30.2,49.5,33.2,5/11/06
6017,7,6017-7,1,Active,30.7,49.5,33.6,5/12/06
6017,8,6017-8,1,Active,35.8,48.3,33.3,5/13/06
6017,9,6017-9,1,Active,29.5,49.1,33.4,5/14/06
6017,10,6017-10,1,Active,28.8,48.5,33.2,5/15/06
6017,P1,6017-P1,1,Active,27.2,47.9,32.2,5/16/06
6018,1,6018-1,1,Unobserved,31.3,48.1,34.3,
6018,2,6018-2,1,Unobserved,29.6,47.3,33.8,
6018,3,6018-3,1,Unobserved,32.5,49,34.7,5/8/06
6018,4,6018-4,1,Unobserved,33,48,35.1,5/9/06
6018,5,6018-5,1,Unobserved,32.2,48.7,34.7,5/10/06
6018,6,6018-6,1,Unobserved,32.9,47.7,35.2,5/11/06
6018,7,6018-7,1,Unobserved,33.2,48.3,35,5/12/06
6018,8,6018-8,1,Unobserved,31.2,47.8,34.4,5/13/06
6018,9,6018-9,1,Unobserved,,48.4,34.4,5/14/06
6018,10,6018-10,1,Unobserved,32.2,49.4,34.5,5/15/06
6018,P1,6018-P1,1,Unobserved,20.4,47.7,35.1,5/21/06
6018,P2,6018-P2,1,Unobserved,33,49,35,5/24/06
6018,P3,6018-P3,1,Unobserved,31.2,46.5,34.6,5/24/06
6018,P4,6018-P4,1,Unobserved,32.1,49.1,34.3,5/24/06
6018,P5,6018-P5,1,Unobserved,31.5,48.5,34.5,
6018,P6,6018-P6,1,Unobserved,,48.2,34.3,
6018,P7,6018-P7,1,Unobserved,31.3,49.4,33.8,5/27/06
6018,P8,6018-P8,1,Unobserved,29.2,49.3,33.4,
6019,1,6019-1,1,Active,26.8,46.7,32.6,5/8/06
6019,2,6019-2,1,Active,27.9,46.3,33.4,5/9/06
6019,3,6019-3,1,Active,28.4,38.5,32.9,5/10/06
6019,4,6019-4,1,Active,28.8,47.9,33.6,5/11/06
6019,5,6019-5,1,Active,28.1,48.7,32.4,5/12/06
6019,6,6019-6,1,Active,25.6,46.2,32,5/13/06
6019,7,6019-7,1,Active,26.1,46.8,32.3,5/14/06
6019,8,6019-8,1,Active,26.6,46.3,32.4,5/15/06
6019,9,6019-9,1,Active,25.8,45.3,32.4,5/16/06
6019,1*,6019-1*,1,Active,20.3,45.2,32.2,5/7/06
6020,1,6020-1,1,Active,30.2,49.4,33.2,5/8/06
6020,2,6020-2,1,Active,27.1,46.8,32.8,5/9/06
6020,3,6020-3,1,Active,28.4,47.7,33.2,5/10/06
6020,4,6020-4,1,Active,28.2,47.4,33,5/11/06
6020,5,6020-5,1,Active,28.2,48.3,32.9,5/12/06
6020,6,6020-6,1,Active,27.5,47.4,32.8,5/13/06
6020,7,6020-7,1,Active,27.9,47.5,32.8,5/14/06
6020,8,6020-8,1,Active,28,47.9,33.2,5/15/06
6020,9,6020-9,1,Active,,48.7,32.9,5/16/06
6020,10,6020-10,1,Active,28.2,49,32.7,5/17/06
6020,P1,6020-P1,1,Active,31.6,50.6,34.2,5/24/06
6020,P2,6020-P2,1,Active,27.7,46.5,33,5/25/06
6021,1,6021-1,1,Unobserved,29,51.1,32.9,5/8/06
6021,2,6021-2,1,Unobserved,29.3,49.7,33.6,5/9/06
6021,3,6021-3,1,Unobserved,31.3,51.1,34.2,5/10/06
6021,4,6021-4,1,Unobserved,32.3,52.5,34.1,5/11/06
6021,5,6021-5,1,Unobserved,32.1,51.8,34.2,5/12/06
6021,6,6021-6,1,Unobserved,32.2,51.6,34.5,5/13/06
6021,7,6021-7,1,Unobserved,31.5,51.4,34,5/14/06
6021,8,6021-8,1,Unobserved,31.8,51,34.5,5/15/06
6021,9,6021-9,1,Unobserved,31.3,51.3,33.8,5/16/06
6022,1,6022-1,0,Failed,29.3,49.7,33.1,5/8/06
6022,2,6022-2,0,Failed,28.8,48,33.6,
6022,3,6022-3,0,Failed,27.4,46.2,33.2,
6022,4,6022-4,0,Failed,29.1,48,33.8,5/11/06
6022,5,6022-5,0,Failed,30.4,48.5,34.4,5/12/06
6022,6,6022-6,0,Failed,31.3,49.8,34.3,5/13/06
6022,7,6022-7,0,Failed,30.1,46.7,34.4,5/14/06
6022.1,1,6022.1-1,1,Active,31.5,48,34.3,5/17/06
6022.1,2,6022.1-2,1,Active,32.2,49.1,34.8,5/18/06
6022.1,3,6022.1-3,1,Active,31.8,51.6,33.9,5/19/06
6022.1,4,6022.1-4,1,Active,29.2,47.5,33.6,5/21/06
6022.1,5,6022.1-5,1,Active,30.4,47.2,34.5,5/22/06
6022.1,6,6022.1-6,1,Active,31,48.6,34.3,5/23/06
6022.1,7,6022.1-7,1,Active,30.9,48,34.4,5/24/06
6022.1,8,6022.1-8,1,Active,31.6,50.4,34.2,5/25/06
6022.1,9,6022.1-9,1,Active,32.2,50.4,34.9,5/26/06
6022.1,10,6022.1-10,1,Active,33.2,52,34.5,5/27/06
6023,1,6023-1,0,Failed,29.6,48,34.2,5/8/06
6023.1,1,6023.1-1,0,Failed,31.3,48.9,34.3,
6023.1,2,6023.1-2,0,Failed,31.3,48.2,34.6,
6023.1,3,6023.1-3,0,Failed,31.3,47.9,34.7,
6023.1,4,6023.1-4,0,Failed,31,50.2,33.9,
6023.1,5,6023.1-5,0,Failed,30.9,48.4,34.3,
6023.1,6,6023.1-6,0,Failed,30.7,48.7,34.2,
6023.1,7,6023.1-7,0,Failed,31.5,49.2,34.6,
6023.1,8,6023.1-8,0,Failed,31.5,48.3,34.8,5/19/06
6023.1,9,6023.1-9,0,Failed,31.1,48.4,34.3,5/20/06
6023.1,10,6023.1-10,0,Failed,31.4,50,34.1,5/21/06
6023.2,1,6023.2-1,1,Active,,49.9,34.4,
6023.2,2,6023.2-2,1,Active,,49.4,34.1,
6023.2,3,6023.2-3,1,Active,,51,34.4,
6023.2,4,6023.2-4,1,Active,,50.4,34,
6023.2,5,6023.2-5,1,Active,,50.6,34.2,
6023.2,6,6023.2-6,1,Active,,49.5,33.9,
6023.2,7,6023.2-7,1,Active,30.1,50.4,33.7,6/4/06
6024,1,6024-1,1,Failed,34.6,49.8,35.9,
6024,2,6024-2,1,Failed,29.4,45.1,34.1,
6024,3,6024-3,1,Failed,32.6,47.7,35.6,
6025,1,6025-1,1,Active,29.1,49.4,33.4,5/8/06
6025,2,6025-2,1,Active,29.4,47.8,33.4,5/9/06
6025,3,6025-3,1,Active,31.6,49.4,34.1,5/10/06
6025,4,6025-4,1,Active,30.6,48.5,33.9,5/11/06
6025,5,6025-5,1,Active,30.9,50.3,33.9,5/12/06
6025,6,6025-6,1,Active,30.9,49.8,34.1,5/13/06
6025,7,6025-7,1,Active,36.4,49.5,33.8,5/14/06
6025,8,6025-8,1,Active,30.4,49.9,33.1,5/16/06
6025,9,6025-9,1,Active,28.8,47.6,33,5/17/06
6025,10,6025-10,1,Active,29.8,49.7,33.1,5/18/06
6025,11,6025-11,1,Active,29.3,49.6,33.1,5/19/06
6025,12,6025-12,1,Active,29.8,49.1,33.3,5/20/06
6025,13,6025-13,1,Active,28,47.7,33,5/21/06
6025,P1,6025-P1,1,Active,32.5,49.1,34.7,5/10/06
6025,P2,6025-P2,1,Active,32.2,49.1,34.8,5/11/06
6026,1,6026-1,1,Active,29,46.9,33.7,5/8/06
6026,2,6026-2,1,Active,29.9,46.9,34,5/9/06
6026,3,6026-3,1,Active,30.2,47.3,34.4,5/10/06
6026,4,6026-4,1,Active,31.6,48,35.1,5/11/06
6026,5,6026-5,1,Active,31.9,48.8,35.1,5/12/06
6026,6,6026-6,1,Active,28.8,46.2,34,5/13/06
6026,7,6026-7,1,Active,28.8,46.2,34.1,5/14/06
6026,8,6026-8,1,Active,26.4,45.4,33,5/15/06
6026,9,6026-9,1,Active,27.8,46.1,33.3,5/16/06
6027,1,6027-1,0,Failed,28.3,49.2,32.6,5/8/06
6027,2,6027-2,0,Failed,28.4,49.4,32,5/9/06
6027,3,6027-3,0,Failed,30.6,50.1,33.8,5/10/06
6027,4,6027-4,0,Failed,31.6,51.3,32,5/11/06
6027,5,6027-5,0,Failed,30.9,51.2,33.6,5/12/06
6027,6,6027-6,0,Failed,30.4,49.1,33.9,5/13/06
6027,7,6027-7,0,Failed,,50.6,34,5/14/06
6027,8,6027-8,0,Failed,31.1,50.9,33.9,5/15/06
6027,9,6027-9,0,Failed,31.8,51.3,33.8,5/16/06
6027,10,6027-10,0,Failed,31,50.5,33.3,5/17/06
6028,1,6028-1,1,Active,36.7,46.9,35,5/8/06
6028,2,6028-2,1,Active,31.3,46.2,35.1,5/9/06
6028,3,6028-3,1,Active,30.4,49.1,34.7,5/10/06
6028,4,6028-4,1,Active,31.2,48.5,34.7,5/11/06
6028,5,6028-5,1,Active,32,48.3,34.9,5/12/06
6028,6,6028-6,1,Active,31.5,47.9,34.9,5/13/06
6028,7,6028-7,1,Active,30.4,47.8,33.7,5/14/06
6029,1,6029-1,0,Failed,32.5,49.3,34.6,5/9/06
6029,2,6029-2,0,Failed,31.8,48.8,34.4,5/10/06
6029,3,6029-3,0,Failed,33.6,50.9,34.7,5/11/06
6029,4,6029-4,0,Failed,34.6,50.8,35.4,5/12/06
6029,5,6029-5,0,Failed,33.9,50.5,35,5/13/06
6029.1,1,6029.1-1,1,Active,32.8,49.5,34.8,5/17/06
6029.1,2,6029.1-2,1,Active,33.6,50.6,35,5/18/06
6029.1,3,6029.1-3,1,Active,33.4,50.1,34.9,5/19/06
6029.1,4,6029.1-4,1,Active,31.1,48.9,34,5/21/06
6029.1,5,6029.1-5,1,Active,31.7,49.6,34.4,5/22/06
6029.1,6,6029.1-6,1,Active,32.4,49.9,34.7,5/23/06
6029.1,7,6029.1-7,1,Active,32.1,49.8,34.4,5/24/06
6029.1,8,6029.1-8,1,Active,31.2,48.8,34.2,5/25/06
6029.1,9,6029.1-9,1,Active,33.4,50,35.6,5/26/06
6030,1,6030-1,1,Active,34.5,53.3,34.8,5/9/06
6030,2,6030-2,1,Active,35.6,53.3,35,5/10/06
6030,3,6030-3,1,Active,35,51.6,35.4,5/11/06
6030,4,6030-4,1,Active,36.4,53,35.6,5/12/06
6030,5,6030-5,1,Active,35.9,52.4,35.3,5/13/06
6030,6,6030-6,1,Active,36.3,52.2,35.4,5/14/06
6030,7,6030-7,1,Active,34.5,52.2,34.9,5/15/06
6030,8,6030-8,1,Active,35,53.1,34.5,5/16/06
6030,9,6030-9,1,Active,34.8,52.8,34.7,5/17/06
6030,10,6030-10,1,Active,33.6,52.9,34.5,5/18/06
6030,11,6030-11,1,Active,34,53.2,34.2,5/19/06
6030,12,6030-12,1,Active,30.9,51.2,33.3,5/20/06
6031,1,6031-1,1,Active,34.5,52.3,34.8,5/9/06
6031,2,6031-2,1,Active,33.1,49.9,35.6,5/10/06
6031,3,6031-3,1,Active,33.8,50.5,35.4,5/11/06
6031,4,6031-4,1,Active,32.3,49.5,35.4,5/12/06
6031,5,6031-5,1,Active,32.7,49.9,35.2,5/13/06
6031,6,6031-6,1,Active,32.8,49.5,35,5/14/06
6031,7,6031-7,1,Active,31.9,49.5,34.8,5/15/06
6031,8,6031-8,1,Active,31.5,49.8,34.7,5/16/06
6031,9,6031-9,1,Active,32.8,49.5,35,5/17/06
6031,10,6031-10,1,Active,32.6,49,34.9,5/18/06
6031,11,6031-11,1,Active,31.8,50.1,34.4,5/19/06
6032,1,6032-1,1,Active,30.6,49.8,33.6,5/9/06
6032,2,6032-2,1,Active,30.3,48.7,33.9,5/10/06
6032,3,6032-3,1,Active,29.9,48.6,33.6,5/11/06
6032,4,6032-4,1,Active,30.5,48.8,33.9,5/12/06
6032,5,6032-5,1,Active,33.9,47.5,33.4,5/13/06
6032,6,6032-6,1,Active,28.7,47.4,33.7,5/14/06
6032,7,6032-7,1,Active,28.5,47.6,33.3,5/15/06
6032,9,6032-9,1,Active,27.4,47,32.8,5/17/06
6032,10,6032-10,1,Active,32.3,46.2,31.8,5/18/06
6033,1,6033-1,1,Failed,34.2,50.8,35.3,
6033,2,6033-2,1,Failed,34.6,49.8,35.6,
6033,3,6033-3,1,Failed,35,50.5,35.8,
6034,1,6034-1,1,Active,28.3,46.8,33.5,
6034,2,6034-2,1,Active,26.3,45.2,32.9,
6034,3,6034-3,1,Active,30,47.2,34.5,5/11/06
6034,4,6034-4,1,Active,29.3,46.7,33.9,
6034,5,6034-5,1,Active,29.7,48.2,33.6,
6034,6,6034-6,1,Active,31.4,48.9,34.7,5/14/06
6034,7,6034-7,1,Active,28.8,47.5,33.5,5/15/06
6034,8,6034-8,1,Active,29.2,46.8,33.7,5/17/06
6034,9,6034-9,1,Active,29.3,48.7,33.5,5/18/06
6034,10,6034-10,1,Active,29.2,47.8,33.6,5/19/06
6034,11,6034-11,1,Active,29.3,,,
6034,12,6034-12,1,Active,29.6,49.1,33.3,
6034,13,6034-13,1,Active,28.4,49.7,32.6,
6034,14,6034-14,1,Active,28.5,48.5,33.5,
6034,15,6034-15,1,Active,26.5,47,32.4,5/24/06
6034,P1,6034-P1,1,Active,29.1,50.8,32.2,
6035,1,6035-1,0,Failed,27.1,49.4,31.6,
6035,2,6035-2,0,Failed,,,,
6035,3,6035-3,0,Failed,,,,
6035.1,1,6035.1-1,0,Failed,31.4,50.6,33.8,
6035.1,2,6035.1-2,0,Failed,31.7,49.8,34.3,
6035.2,1,6035.2-1,0,Failed,30.6,49.6,33.5,
6035.2,2,6035.2-2,0,Failed,,,,
6036,1,6036-1,0,Unobserved,29.7,48.4,33.7,
6036,2,6036-2,0,Unobserved,30.7,50.6,33.5,
6037,1,6037-1,1,Unobserved,30.9,50.5,34.2,
6037,2,6037-2,1,Unobserved,30.5,50.5,34,
6037,3,6037-3,1,Unobserved,29.3,48.8,34,
6037,4,6037-4,1,Unobserved,30.6,49.9,34.4,
6037,5,6037-5,1,Unobserved,,47.2,34.1,5/11/06
6037,6,6037-6,1,Unobserved,29.3,48.1,33.6,5/12/06
6037,7,6037-7,1,Unobserved,29.6,49.1,33.9,5/13/06
6037,8,6037-8,1,Unobserved,29.5,49.2,33.4,5/14/06
6037,9,6037-9,1,Unobserved,29.3,49.5,33.4,5/16/06
6037,10,6037-10,1,Unobserved,25.8,47.6,31.8,5/17/06
6037,11,6037-11,1,Unobserved,26.1,47,32.2,5/18/06
6037,12,6037-12,1,Unobserved,28.1,49.1,33.2,5/19/06
6038,1,6038-1,1,Active,30.6,48.3,34,
6038,2,6038-2,1,Active,28.8,46.6,34,
6038,3,6038-3,1,Active,30.9,47.2,34.3,5/11/06
6038,4,6038-4,1,Active,30.9,47.4,34.6,5/12/06
6038,5,6038-5,1,Active,31.3,48,34.3,5/13/06
6038,6,6038-6,1,Active,31,49.1,33.8,5/14/06
6038,7,6038-7,1,Active,30.4,48.5,34.1,5/15/06
6038,8,6038-8,1,Active,29.9,47.9,33.2,5/17/06
6038,9,6038-9,1,Active,30,46.9,33.8,5/18/06
6038,10,6038-10,1,Active,30.5,48.3,34,5/19/06
6038,11,6038-11,1,Active,29.8,46.4,33.9,5/20/06
6039,1,6039-1,1,Active,33.3,50.9,34.7,
6039,2,6039-2,1,Active,31.6,50.4,34.1,
6039,3,6039-3,1,Active,33.4,50.2,35.4,
6039,4,6039-4,1,Active,31.8,50.6,34.3,
6039,5,6039-5,1,Active,32.4,51,34.1,5/11/06
6039,6,6039-6,1,Active,32.7,50.9,34.4,5/12/06
6039,7,6039-7,1,Active,32.5,50.1,34.6,5/13/06
6039,8,6039-8,1,Active,31.9,49.6,34,5/14/06
6039,9,6039-9,1,Active,31,50.2,33.8,5/15/06
6039,10,6039-10,1,Active,,,,
6040,1,6040-1,0,Failed,35.3,51.2,35.6,
6040,2,6040-2,0,Failed,36.3,51.5,35.8,
6040,3,6040-3,0,Failed,34,51.9,35.6,
6041,1,6041-1,1,Active,28.1,47.2,33.2,5/10/06
6041,2,6041-2,1,Active,29.4,49.9,32.6,5/11/06
6041,3,6041-3,1,Active,30.4,50.6,33.3,5/12/06
6041,4,6041-4,1,Active,30.7,50.2,33.6,5/14/06
6041,P1,6041-P1,1,Active,21.8,44.3,30,5/21/06
6041,P2,6041-P2,1,Active,27.4,46.2,32.8,5/20/06
6041,P3,6041-P3,1,Active,27.5,47.7,32.6,5/22/06
6046,1,6046-1,1,Unobserved,30.2,49.2,33.4,5/10/06
6046,2,6046-2,1,Unobserved,30.4,48.4,34,5/11/06
6046,3,6046-3,1,Unobserved,31.5,49.2,34.3,5/13/06
6046,4,6046-4,1,Unobserved,31.6,51.8,33.9,5/14/06
6046,5,6046-5,1,Unobserved,30.7,49,33.7,5/15/06
6046,6,6046-6,1,Unobserved,30.3,48.8,34.4,5/16/06
6046,7,6046-7,1,Unobserved,31,49.1,34.3,5/17/06
6046,8,6046-8,1,Unobserved,30.9,48.5,34.5,5/18/06
6046,9,6046-9,1,Unobserved,31.5,49.3,34.4,5/19/06
6046,10,6046-10,1,Unobserved,30.5,48.6,34.4,5/20/06
6047,1,6047-1,1,Active,30.9,49.5,34.2,
6047,3,6047-3,1,Active,30.9,49.1,34.2,
6047,4,6047-4,1,Active,31.6,50.6,34.4,
6047,6,6047-6,1,Active,29.9,49.5,33.4,5/11/06
6047,7,6047-7,1,Active,30.2,49.3,33.8,5/12/06
6047,9,6047-9,1,Active,28.3,47.5,32.9,5/14/06
6047,10,6047-10,1,Active,29.6,47.8,33.7,5/15/06
6047,11,6047-11,1,Active,28.2,49.5,33.4,5/16/06
6047,12,6047-12,1,Active,28.4,49,32.8,5/17/06
6047,13,6047-13,1,Active,29.1,49.8,33.2,5/18/06
6047,14,6047-14,1,Active,28.3,49.2,33,5/19/06
6047,15,6047-15,1,Active,27.7,49.7,32,5/20/06
6047,P1,6047-P1,1,Active,29.5,50,33.3,
6047,P2,6047-P2,1,Active,31.5,49.3,34.4,
6051,1,6051-1,0,Failed,33.9,49.6,35.5,5/10/06
6052,1,6052-1,0,Failed,25.9,45.2,32.5,
6052,2,6052-2,0,Failed,38.4,51.5,33.3,
6053,1,6053-1,1,Unobserved,31.3,48.9,34.1,5/11/06
6053,2,6053-2,1,Unobserved,32,47.7,35.2,5/12/06
6053,3,6053-3,1,Unobserved,32.8,47.3,35.5,5/13/06
6053,4,6053-4,1,Unobserved,,48.9,34.2,5/14/06
6053,5,6053-5,1,Unobserved,32.2,47.4,35.3,5/15/06
6053,6,6053-6,1,Unobserved,31.8,47.7,35,5/16/06
6053,7,6053-7,1,Unobserved,32,48,34.9,5/17/06
6053,8,6053-8,1,Unobserved,31.2,48.5,34.5,5/18/06
6053,9,6053-9,1,Unobserved,31.2,47.7,34.8,5/19/06
6054,1,6054-1,1,Unobserved,33.8,48.6,35.4,5/11/06
6054,2,6054-2,1,Unobserved,34.4,49.5,35.3,5/12/06
6054,3,6054-3,1,Unobserved,33.8,49.2,35.6,5/13/06
6054,4,6054-4,1,Unobserved,35.5,49.8,35.9,5/14/06
6054,5,6054-5,1,Unobserved,35.5,50.7,35.7,5/15/06
6054,6,6054-6,1,Unobserved,35.6,50.7,35.9,5/16/06
6054,7,6054-7,1,Unobserved,36.1,51.4,36.5,5/17/06
6054,8,6054-8,1,Unobserved,35.9,50.3,36.1,5/18/06
6054,9,6054-9,1,Unobserved,34.2,51,35.6,5/19/06
6054,10,6054-10,1,Unobserved,34,49.5,35.5,5/20/06
6055,1,6055-1,0,Failed,26.5,47,31.9,5/11/06
6055,2,6055-2,0,Failed,27.7,47.5,32.8,5/12/06
6055,3,6055-3,0,Failed,,46.5,32.4,
6055,4,6055-4,0,Failed,,46.8,32.5,
6055,5,6055-5,0,Failed,,47.5,32.9,
6055,6,6055-6,0,Failed,,46.5,32.8,
6055,7,6055-7,0,Failed,,45.5,32.5,
6055,8,6055-8,0,Failed,,46.6,32.5,
6056,1,6056-1,1,Active,33.9,51.6,35,
6056,2,6056-2,1,Active,31.9,48.9,34.6,
6056,3,6056-3,1,Active,35.5,52.8,35.4,5/12/06
6056,4,6056-4,1,Active,,51,35.2,
6056,5,6056-5,1,Active,,52.1,35.6,
6056,6,6056-6,1,Active,,51.8,35.6,
6056,7,6056-7,1,Active,,51.5,35.3,
6056,8,6056-8,1,Active,,51.1,34.7,
6056,9,6056-9,1,Active,,51.4,34.2,
6057,1,6057-1,1,Active,35.1,53.1,34.9,
6057,2,6057-2,1,Active,30.9,51.4,33.2,
6057,3,6057-3,1,Active,,53.3,34.2,
6057,4,6057-4,1,Active,,52.5,35.8,
6057,5,6057-5,1,Active,,53.3,34.8,
6057,6,6057-6,1,Active,,52.7,35,
6057,7,6057-7,1,Active,,52.9,35.1,
6057,8,6057-8,1,Active,,53,35.4,
6057,9,6057-9,1,Active,,53.8,34.7,
6057,10,6057-10,1,Active,,53.4,35.3,
6057,11,6057-11,1,Active,,54.9,34.8,
6058,1,6058-1,1,Active,30.7,49.7,33.5,5/11/06
6058,2,6058-2,1,Active,31.3,50.6,30.2,
6058,3,6058-3,1,Active,,47.1,33.6,
6058,4,6058-4,1,Active,,47.6,34,
6058,5,6058-5,1,Active,,46.8,33.7,
6058,6,6058-6,1,Active,,49.5,33.7,
6058,7,6058-7,1,Active,,48.5,34,
6058,8,6058-8,1,Active,,49,34,
6058,9,6058-9,1,Active,,48.8,33.8,
6058,10,6058-10,1,Active,,48.2,33,
6058,11,6058-11,1,Active,,48,33.2,
6059,1,6059-1,1,Active,,48.3,33.9,
6059,2,6059-2,1,Active,,49.8,34.1,
6059,3,6059-3,1,Active,,49.7,34.3,
6059,4,6059-4,1,Active,,50,34.4,
6059,5,6059-5,1,Active,,50.6,33.8,
6059,6,6059-6,1,Active,,50.1,33.4,
6059,7,6059-7,1,Active,,49.6,34,
6059,8,6059-8,1,Active,,49.5,33.9,
6059,9,6059-9,1,Active,,49.1,34.2,
6059,P1,6059-P1,1,Active,,47.3,33,
6060,1,6060-1,1,Failed,,49.4,32.8,
6060,2,6060-2,1,Failed,,49.8,33.4,
6060,3,6060-3,1,Failed,,51.5,33.5,
6060,4,6060-4,1,Failed,,51.2,33.6,
6060,5,6060-5,1,Failed,,48.6,33.6,
6060,6,6060-6,1,Failed,,50.8,33.4,
6061,1,6061-1,1,Unobserved,,51.1,34.5,
6061,2,6061-2,1,Unobserved,,52.4,34.7,
6061,3,6061-3,1,Unobserved,,50.3,34.8,
6061,4,6061-4,1,Unobserved,,51.9,34.7,
6061,5,6061-5,1,Unobserved,,51.8,34.6,5/12/06
