Nest,Egg_Number,Egg_ID,Hatched,Nest_Fate,Mass,Length,Width,Lay_Date
6261,2,6261-2,1,Unobserved,,51.2,33.9,
6261,3,6261-3,1,Unobserved,,50.5,33.2,
6261,4,6261-4,1,Unobserved,,52.3,33.8,
6261,5,6261-5,1,Unobserved,,52,33.7,
6261,6,6261-6,1,Unobserved,,52.3,33.9,
6261,7,6261-7,1,Unobserved,,47.9,32.5,
6261,8,6261-8,1,Unobserved,,50.9,33.9,
6261,9,6261-9,1,Unobserved,,50.8,34.1,
6261,10,6261-10,1,Unobserved,,51.5,34.2,
6262,1,6262-1,1,Active,,45.6,32.1,
6262,2,6262-2,1,Active,,46.6,32.9,
6262,3,6262-3,1,Active,,47.5,32.9,
6262,4,6262-4,1,Active,,47.3,32.8,
6262,5,6262-5,1,Active,,49.2,33.6,
6262,6,6262-6,1,Active,,48.6,33.2,
6262,7,6262-7,1,Active,,,,
6262,8,6262-8,1,Active,,47.6,32.7,
6262,9,6262-9,1,Active,,47.7,32.4,
6262,10,6262-10,1,Active,,47.5,32.2,
