Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2011/05/12, 13:01:54, 51.858498, -1.405925, 196.52,  0.00, 136, -2, 0.00, 1
2011/05/12, 13:01:55, 51.858467, -1.405988, 178.34,  5328.00, 112, 0, 5.53, 
2011/05/12, 13:01:56, 51.858353, -1.406263, 150.04,  2376.00, 55, 0, 22.75, 
2011/05/12, 13:01:57, 51.858299, -1.406344, 148.98,  3672.00, 36, 0, 8.19, 
2011/05/12, 13:01:58, 51.858292, -1.406387, 142.76,  0.00, 9, 0, 3.05, 
2011/05/12, 13:01:59, 51.858292, -1.406387, 142.76,  0.00, 56, 0, 0.00, 
2011/05/12, 13:02:00, 51.858356, -1.406361, 134.41,  6984.00, 15, 0, 7.34, 
2011/05/12, 13:02:01, 51.858360, -1.406336, 133.98,  5040.00, 60, 0, 1.77, 
2011/05/12, 13:02:02, 51.858353, -1.406354, 134.33,  1404.00, 3, 0, 1.46, 
2011/05/12, 13:02:03, 51.858387, -1.406345, 130.04,  3960.00, 62, 0, 3.83, 
2011/05/12, 13:02:04, 51.858345, -1.406388, 130.27,  0.00, 201, 0, 5.53, 
2011/05/12, 13:02:05, 51.858345, -1.406388, 130.27,  0.00, 203, 0, 0.00, 
2011/05/12, 13:02:06, 51.858345, -1.406388, 130.27,  0.00, 231, 0, 0.00, 
2011/05/12, 13:02:07, 51.858345, -1.406388, 130.27,  0.00, 158, 0, 0.00, 
2011/05/12, 13:02:08, 51.858345, -1.406388, 130.27,  0.00, 349, 0, 0.00, 
2011/05/12, 13:02:09, 51.858345, -1.406388, 130.27,  0.00, 15, 0, 0.00, 
2011/05/12, 13:02:10, 51.858345, -1.406388, 130.27,  0.00, 349, 0, 0.00, 
2011/05/12, 13:02:11, 51.858345, -1.406388, 130.27,  0.00, 284, 0, 0.00, 
2011/05/12, 13:02:12, 51.858292, -1.406437, 127.51,  5940.00, 261, 0, 6.79, 
2011/05/12, 13:02:13, 51.858242, -1.406452, 127.46,  6660.00, 217, 0, 5.65, 
2011/05/12, 13:02:14, 51.858158, -1.406421, 128.57,  12132.00, 193, 0, 9.58, 1
2011/05/12, 13:02:15, 51.858074, -1.406248, 130.01,  18468.00, 163, 0, 15.11, 
2011/05/12, 13:02:16, 51.858021, -1.406028, 131.07,  35172.00, 133, 0, 16.22, 
2011/05/12, 13:02:17, 51.858009, -1.405722, 131.86,  52020.00, 107, 0, 21.06, 
2011/05/12, 13:02:18, 51.857964, -1.405469, 131.96,  53244.00, 106, 0, 18.08, 
2011/05/12, 13:02:19, 51.857929, -1.405277, 132.22,  53532.00, 105, 0, 13.75, 
2011/05/12, 13:02:20, 51.857891, -1.405044, 132.19,  53136.00, 104, 0, 16.55, 
2011/05/12, 13:02:21, 51.857895, -1.404814, 132.56,  53280.00, 100, 0, 15.80, 
2011/05/12, 13:02:22, 51.857903, -1.404590, 132.74,  53208.00, 97, 0, 15.41, 1
2011/05/12, 13:02:23, 51.857944, -1.404357, 132.90,  53460.00, 91, 0, 16.64, 
