"new.id","Egg.ID","Brood","Brood.Treatment","Clutch","Release.Date","Release.Order","Wetland","Year","is.parasite"
"6152-5","5",6071,"Asynchrony","6152","6/30/10",3,"Farmer John's",2006,FALSE
"6152-6","6",6071,"Asynchrony","6152","7/3/10",6,"Farmer John's",2006,FALSE
"6072-3","3",6072,"Black","6072","6/8/10",1,"Farmer John's",2006,FALSE
"6072-1","1",6072,"Black","6072","6/8/10",1,"Farmer John's",2006,FALSE
"6072-4","4",6072,"Black","6072","6/9/10",2,"Farmer John's",2006,FALSE
"6072-6","6",6072,"Black","6072","6/9/10",2,"Farmer John's",2006,FALSE
"6072-5","5",6072,"Black","6072","6/9/10",2,"Farmer John's",2006,FALSE
"6072-7","7",6072,"Black","6072","6/10/10",3,"Farmer John's",2006,FALSE
"6072-8","8",6072,"Black","6072","6/11/10",4,"Farmer John's",2006,FALSE
"6072-9","9",6072,"Black","6072","6/12/10",5,"Farmer John's",2006,FALSE
"6072-10","10",6072,"Black","6072","6/13/10",6,"Farmer John's",2006,FALSE
"6072-P1","P1",6072,"Black","6072","6/15/10",8,"Farmer John's",2006,TRUE
"6006-2","2",6073,"Asynchrony","6006","6/2/10",1,"Farmer John's",2006,FALSE
"6006-5","5",6073,"Asynchrony","6006","6/3/10",2,"Farmer John's",2006,FALSE
"6073-7","7",6073,"Asynchrony","6073","6/3/10",2,"Farmer John's",2006,FALSE
"6073-4","4",6073,"Asynchrony","6073","6/3/10",2,"Farmer John's",2006,FALSE
"6073-1","1",6073,"Asynchrony","6073","6/4/10",3,"Farmer John's",2006,FALSE
"6073-5","5",6073,"Asynchrony","6073","6/4/10",3,"Farmer John's",2006,FALSE
"6075-2","2",6075,"Control","6075","6/8/10",1,"Farmer John's",2006,FALSE
"6075-1","1",6075,"Control","6075","6/8/10",1,"Farmer John's",2006,FALSE
"6075-3","3",6075,"Control","6075","6/8/10",1,"Farmer John's",2006,FALSE
"6075-4","4",6075,"Control","6075","6/8/10",1,"Farmer John's",2006,FALSE
"6075-6","6",6075,"Control","6075","6/9/10",2,"Farmer John's",2006,FALSE
"6075-5","5",6075,"Control","6075","6/9/10",2,"Farmer John's",2006,FALSE
"6075-7","7",6075,"Control","6075","6/11/10",4,"Farmer John's",2006,FALSE
"6075-8","8",6075,"Control","6075","6/11/10",4,"Farmer John's",2006,FALSE
"6075-9","9",6075,"Control","6075","6/12/10",5,"Farmer John's",2006,FALSE
"6075-10","10",6075,"Control","6075","6/14/10",7,"Farmer John's",2006,FALSE
"6075-12","12",6075,"Control","6075","6/15/10",8,"Farmer John's",2006,FALSE
"6077-2","2",6077,"Asynchrony","6077","6/5/10",1,"Farmer John's",2006,FALSE
"6077-3","3",6077,"Asynchrony","6077","6/6/10",2,"Farmer John's",2006,FALSE
"6084-4","4",6077,"Asynchrony","6084","6/6/10",2,"Farmer John's",2006,FALSE
"6084-2","2",6077,"Asynchrony","6084","6/6/10",2,"Farmer John's",2006,FALSE
"6077-6","6",6077,"Asynchrony","6077","6/8/10",4,"Farmer John's",2006,FALSE
"6077-7","7",6077,"Asynchrony","6077","6/8/10",4,"Farmer John's",2006,FALSE
"6084-6","6",6077,"Asynchrony","6084","6/8/10",4,"Farmer John's",2006,FALSE
"6077-9","9",6077,"Asynchrony","6077","6/10/10",6,"Farmer John's",2006,FALSE
"6084-8","8",6077,"Asynchrony","6084","6/10/10",6,"Farmer John's",2006,FALSE
"6084-10","10",6077,"Asynchrony","6084","6/12/10",8,"Farmer John's",2006,FALSE
"6077-12","12",6077,"Asynchrony","6077","6/13/10",9,"Farmer John's",2006,FALSE
"6078-1","1",6078,"Control","6078","6/5/10",1,"Farmer John's",2006,FALSE
"6078-3","3",6078,"Control","6078","6/6/10",2,"Farmer John's",2006,FALSE
"6078-2","2",6078,"Control","6078","6/6/10",2,"Farmer John's",2006,FALSE
"6078-4","4",6078,"Control","6078","6/7/10",3,"Farmer John's",2006,FALSE
"6078-5","5",6078,"Control","6078","6/7/10",3,"Farmer John's",2006,FALSE
"6078-6","6",6078,"Control","6078","6/9/10",5,"Farmer John's",2006,FALSE
"6078-8","8",6078,"Control","6078","6/10/10",6,"Farmer John's",2006,FALSE
"6078-P1","P1",6078,"Control","6078","6/10/10",6,"Farmer John's",2006,TRUE
"6078-9","9",6078,"Control","6078","6/11/10",7,"Farmer John's",2006,FALSE
"6078-P2","P2",6078,"Control","6078","6/11/10",7,"Farmer John's",2006,TRUE
"6078-10","10",6078,"Control","6078","6/13/10",9,"Farmer John's",2006,FALSE
"6078-11","11",6078,"Control","6078","6/13/10",9,"Farmer John's",2006,FALSE
"6078-12","12",6078,"Control","6078","6/15/10",11,"Farmer John's",2006,FALSE
"6081-1","1",6081,"Control","6081.1","6/9/10",1,"Farmer John's",2006,FALSE
"6081-2","2",6081,"Control","6081.1","6/10/10",2,"Farmer John's",2006,FALSE
"6081-P1","P1",6081,"Control","6081.1","6/10/10",2,"Farmer John's",2006,TRUE
"6081-3","3",6081,"Control","6081.1","6/11/10",3,"Farmer John's",2006,FALSE
"6081-4","4",6081,"Control","6081.1","6/12/10",4,"Farmer John's",2006,FALSE
"6081-5","5",6081,"Control","6081.1","6/13/10",5,"Farmer John's",2006,FALSE
"6081-6","6",6081,"Control","6081.1","6/13/10",5,"Farmer John's",2006,FALSE
"6081-9","9",6081,"Control","6081.1","6/15/10",7,"Farmer John's",2006,FALSE
"6081-10","10",6081,"Control","6081.1","6/16/10",8,"Farmer John's",2006,FALSE
"6081-11","11",6081,"Control","6081.1","6/18/10",10,"Farmer John's",2006,FALSE
"6082-2","2",6082,"Control","6082.1","6/9/10",1,"Farmer John's",2006,FALSE
"6082-1","1",6082,"Control","6082.1","6/9/10",1,"Farmer John's",2006,FALSE
"6082-3","3",6082,"Control","6082.1","6/10/10",2,"Farmer John's",2006,FALSE
"6082-4","4",6082,"Control","6082.1","6/10/10",2,"Farmer John's",2006,FALSE
"6082-5","5",6082,"Control","6082.1","6/11/10",3,"Farmer John's",2006,FALSE
"6082-6","6",6082,"Control","6082.1","6/12/10",4,"Farmer John's",2006,FALSE
"6082-7","7",6082,"Control","6082.1","6/13/10",5,"Farmer John's",2006,FALSE
"6082-8","8",6082,"Control","6082.1","6/14/10",6,"Farmer John's",2006,FALSE
"6082-9","9",6082,"Control","6082.1","6/15/10",7,"Farmer John's",2006,FALSE
"6083-3","3",6083,"Black","6083","6/8/10",1,"Farmer John's",2006,FALSE
"6083-2","2",6083,"Black","6083","6/8/10",1,"Farmer John's",2006,FALSE
"6083-1","1",6083,"Black","6083","6/8/10",1,"Farmer John's",2006,FALSE
"6083-5","5",6083,"Black","6083","6/9/10",2,"Farmer John's",2006,FALSE
"6083-4","4",6083,"Black","6083","6/9/10",2,"Farmer John's",2006,FALSE
"6083-6","6",6083,"Black","6083","6/10/10",3,"Farmer John's",2006,FALSE
"6083-?",NA,6083,"Black","6083","6/12/10",5,"Farmer John's",2006,FALSE
"6083-8","8",6083,"Black","6083","6/12/10",5,"Farmer John's",2006,FALSE
"6083-9","9",6083,"Black","6083","6/14/10",7,"Farmer John's",2006,FALSE
"6083-10","10",6083,"Black","6083","6/15/10",8,"Farmer John's",2006,FALSE
"6083-11","11",6083,"Black","6083","6/16/10",9,"Farmer John's",2006,FALSE
"6083-12","12",6083,"Black","6083","6/17/10",10,"Farmer John's",2006,FALSE
"6083-13","13",6083,"Black","6083","6/18/10",11,"Farmer John's",2006,FALSE
"6084-1","1",6084,"Asynchrony","6084","6/5/10",1,"Farmer John's",2006,FALSE
"6077-1","1",6084,"Asynchrony","6077","6/6/10",2,"Farmer John's",2006,FALSE
"6084-3","3",6084,"Asynchrony","6084","6/6/10",2,"Farmer John's",2006,FALSE
"6077-5","5",6084,"Asynchrony","6077","6/7/10",3,"Farmer John's",2006,FALSE
"6084-5","5",6084,"Asynchrony","6084","6/7/10",3,"Farmer John's",2006,FALSE
"6084-7","7",6084,"Asynchrony","6084","6/8/10",4,"Farmer John's",2006,FALSE
"6077-8","8",6084,"Asynchrony","6077","6/9/10",5,"Farmer John's",2006,FALSE
"6084-9","9",6084,"Asynchrony","6084","6/10/10",6,"Farmer John's",2006,FALSE
"6077-10","10",6084,"Asynchrony","6077","6/11/10",7,"Farmer John's",2006,FALSE
"6085-5","5",6085,"Synchrony","6085","6/10/10",1,"Jaimeson",2006,FALSE
"6085-2","2",6085,"Synchrony","6085","6/10/10",1,"Jaimeson",2006,FALSE
"6085-3","3",6085,"Synchrony","6085","6/10/10",1,"Jaimeson",2006,FALSE
"6085-4","4",6085,"Synchrony","6085","6/10/10",1,"Jaimeson",2006,FALSE
"6116-1","1",6085,"Synchrony","6116","6/10/10",1,"Jaimeson",2006,FALSE
"6085-6","6",6085,"Synchrony","6085","6/11/10",2,"Jaimeson",2006,FALSE
"6105-6","6",6085,"Synchrony","6105","6/11/10",2,"Jaimeson",2006,FALSE
"6105-5","5",6085,"Synchrony","6105","6/11/10",2,"Jaimeson",2006,FALSE
"6116-2","2",6085,"Synchrony","6116","6/11/10",2,"Jaimeson",2006,FALSE
"6116-3","3",6085,"Synchrony","6116","6/11/10",2,"Jaimeson",2006,FALSE
"6086-3","3",6086,"Black Synchrony","6086","6/9/10",1,"Roadside",2006,FALSE
"6086-2","2",6086,"Black Synchrony","6086","6/9/10",1,"Roadside",2006,FALSE
"6086-4","4",6086,"Black Synchrony","6086","6/9/10",1,"Roadside",2006,FALSE
"6101-3","3",6086,"Black Synchrony","6101","6/9/10",1,"Roadside",2006,FALSE
"6102-1","1",6086,"Black Synchrony","6102","6/9/10",1,"Roadside",2006,FALSE
"6086-6","6",6086,"Black Synchrony","6086","6/10/10",2,"Roadside",2006,FALSE
"6086-5","5",6086,"Black Synchrony","6086","6/10/10",2,"Roadside",2006,FALSE
"6102-4","4",6086,"Black Synchrony","6102","6/10/10",2,"Roadside",2006,FALSE
"6102-2","2",6086,"Black Synchrony","6102","6/10/10",2,"Roadside",2006,FALSE
"6102-5","5",6086,"Black Synchrony","6102","6/10/10",2,"Roadside",2006,FALSE
"6046-4","4",6087,"Synchrony","6046","6/8/10",1,"Roadside",2006,FALSE
"6046-1","1",6087,"Synchrony","6046","6/8/10",1,"Roadside",2006,FALSE
"6087-4","4",6087,"Synchrony","6087","6/8/10",1,"Roadside",2006,FALSE
"6087-1","1",6087,"Synchrony","6087","6/8/10",1,"Roadside",2006,FALSE
"6087-2","2",6087,"Synchrony","6087","6/8/10",1,"Roadside",2006,FALSE
"6046-6","6",6087,"Synchrony","6046","6/9/10",2,"Roadside",2006,FALSE
"6046-5","5",6087,"Synchrony","6046","6/9/10",2,"Roadside",2006,FALSE
"6087-3","3",6087,"Synchrony","6087","6/9/10",2,"Roadside",2006,FALSE
"6088-3","3",6088,"Black Synchrony","6088","6/9/10",1,"Roadside",2006,FALSE
"6088-2","2",6088,"Black Synchrony","6088","6/9/10",1,"Roadside",2006,FALSE
"6088-1","1",6088,"Black Synchrony","6088","6/9/10",1,"Roadside",2006,FALSE
"6088-4","4",6088,"Black Synchrony","6088","6/9/10",1,"Roadside",2006,FALSE
"6088-5","5",6088,"Black Synchrony","6088","6/9/10",1,"Roadside",2006,FALSE
"6214-5","5",6088,"Black Synchrony","6214","6/9/10",1,"Roadside",2006,FALSE
"6214-2","2",6088,"Black Synchrony","6214","6/9/10",1,"Roadside",2006,FALSE
"6238-P2","P2",6088,"Black Synchrony","6238","6/9/10",1,"Roadside",2006,TRUE
"6238-P3","P3",6088,"Black Synchrony","6238","6/9/10",1,"Roadside",2006,TRUE
"6238-P1","P1",6088,"Black Synchrony","6238","6/9/10",1,"Roadside",2006,TRUE
"6090-4","4",6090,"Control","6090","6/10/10",1,"Jaimeson",2006,FALSE
"6090-3","3",6090,"Control","6090","6/10/10",1,"Jaimeson",2006,FALSE
"6090-2","2",6090,"Control","6090","6/10/10",1,"Jaimeson",2006,FALSE
"6090-5","5",6090,"Control","6090","6/11/10",2,"Jaimeson",2006,FALSE
"6090-6","6",6090,"Control","6090","6/11/10",2,"Jaimeson",2006,FALSE
"6090-7","7",6090,"Control","6090","6/13/10",4,"Jaimeson",2006,FALSE
"6090-8","8",6090,"Control","6090","6/13/10",4,"Jaimeson",2006,FALSE
"6090-10","10",6090,"Control","6090","6/14/10",5,"Jaimeson",2006,FALSE
"6091-8?",NA,6091,"Synchrony","6091","6/9/10",NA,"Jaimeson",2006,FALSE
"6091-4","4",6091,"Synchrony","6091","6/12/10",1,"Jaimeson",2006,FALSE
"6091-2","2",6091,"Synchrony","6091","6/12/10",1,"Jaimeson",2006,FALSE
"6091-1","1",6091,"Synchrony","6091","6/12/10",1,"Jaimeson",2006,FALSE
"6091-3","3",6091,"Synchrony","6091","6/12/10",1,"Jaimeson",2006,FALSE
"6091-5","5",6091,"Synchrony","6091","6/12/10",1,"Jaimeson",2006,FALSE
"6101-6","6",6091,"Synchrony","6101","6/12/10",1,"Jaimeson",2006,FALSE
"6116-4","4",6091,"Synchrony","6116","6/12/10",1,"Jaimeson",2006,FALSE
"6091-6","6",6091,"Synchrony","6091","6/13/10",2,"Jaimeson",2006,FALSE
"6101-7","7",6091,"Synchrony","6101","6/13/10",2,"Jaimeson",2006,FALSE
"6115-6","6",6091,"Synchrony","6115","6/13/10",2,"Jaimeson",2006,FALSE
"6115-5","5",6091,"Synchrony","6115","6/13/10",2,"Jaimeson",2006,FALSE
"6116-5","5",6091,"Synchrony","6116","6/13/10",2,"Jaimeson",2006,FALSE
"6092-4","4",6092,"Control","6092","6/10/10",1,"Farmer John's",2006,FALSE
"6092-1","1",6092,"Control","6092","6/11/10",2,"Farmer John's",2006,FALSE
"6092-5","5",6092,"Control","6092","6/11/10",2,"Farmer John's",2006,FALSE
"6092-3","3",6092,"Control","6092","6/11/10",2,"Farmer John's",2006,FALSE
"6092-2","2",6092,"Control","6092","6/11/10",2,"Farmer John's",2006,FALSE
"6092-6","6",6092,"Control","6092","6/11/10",2,"Farmer John's",2006,FALSE
"6092-7","7",6092,"Control","6092","6/12/10",3,"Farmer John's",2006,FALSE
"6092-8","8",6092,"Control","6092","6/13/10",4,"Farmer John's",2006,FALSE
"6092-9","9",6092,"Control","6092","6/14/10",5,"Farmer John's",2006,FALSE
"6092-10","10",6092,"Control","6092","6/14/10",5,"Farmer John's",2006,FALSE
"6092-11","11",6092,"Control","6092","6/15/10",6,"Farmer John's",2006,FALSE
"6094-1","1",6094,"Asynchrony","6094.1","6/12/10",1,"Farmer John's",2006,FALSE
"6094-3","3",6094,"Asynchrony","6094.1","6/13/10",2,"Farmer John's",2006,FALSE
"6262-4","4",6094,"Asynchrony","6262","6/13/10",2,"Farmer John's",2006,FALSE
"6094-5","5",6094,"Asynchrony","6094.1","6/15/10",4,"Farmer John's",2006,FALSE
"6262-3","3",6094,"Asynchrony","6262","6/15/10",4,"Farmer John's",2006,FALSE
"6094-7","7",6094,"Asynchrony","6094.1","6/17/10",6,"Farmer John's",2006,FALSE
"6101-11","11",6094,"Asynchrony","6101","6/18/10",7,"Farmer John's",2006,FALSE
"6094-9","9",6094,"Asynchrony","6094.1","6/19/10",8,"Farmer John's",2006,FALSE
"6130-7","7",6094,"Asynchrony","6130","6/20/10",9,"Farmer John's",2006,FALSE
"6095-2","2",6095,"Asynchrony","6095.1","6/8/10",1,"Farmer John's",2006,FALSE
"6095-3","3",6095,"Asynchrony","6095.1","6/9/10",2,"Farmer John's",2006,FALSE
"6215-8","8",6095,"Asynchrony","6215","6/9/10",2,"Farmer John's",2006,FALSE
"6241-5","5",6095,"Asynchrony","6241","6/9/10",2,"Farmer John's",2006,FALSE
"6241-1","1",6095,"Asynchrony","6241","6/9/10",2,"Farmer John's",2006,FALSE
"6241-6","6",6095,"Asynchrony","6241","6/9/10",2,"Farmer John's",2006,FALSE
"6095-5","5",6095,"Asynchrony","6095.1","6/11/10",4,"Farmer John's",2006,FALSE
"6241-8","8",6095,"Asynchrony","6241","6/12/10",5,"Farmer John's",2006,FALSE
"6095-7","7",6095,"Asynchrony","6095.1","6/13/10",6,"Farmer John's",2006,FALSE
"6095-9","9",6095,"Asynchrony","6095.1","6/14/10",7,"Farmer John's",2006,FALSE
"6114-7","7",6095,"Asynchrony","6114","6/14/10",7,"Farmer John's",2006,FALSE
"6099-10","10",6095,"Asynchrony","6099","6/15/10",8,"Farmer John's",2006,FALSE
"6097-2","2",6097,"Black","6097","6/8/10",1,"Farmer John's",2006,FALSE
"6097-1","1",6097,"Black","6097","6/9/10",2,"Farmer John's",2006,FALSE
"6097-3","3",6097,"Black","6097","6/9/10",2,"Farmer John's",2006,FALSE
"6097-P1","P1",6097,"Black","6097","6/9/10",2,"Farmer John's",2006,TRUE
"6097-6","6",6097,"Black","6097","6/10/10",3,"Farmer John's",2006,FALSE
"6097-4","4",6097,"Black","6097","6/10/10",3,"Farmer John's",2006,FALSE
"6097-5","5",6097,"Black","6097","6/11/10",4,"Farmer John's",2006,FALSE
"6097-7","7",6097,"Black","6097","6/11/10",4,"Farmer John's",2006,FALSE
"6097-8","8",6097,"Black","6097","6/12/10",5,"Farmer John's",2006,FALSE
"6097-9","9",6097,"Black","6097","6/13/10",6,"Farmer John's",2006,FALSE
"6097-10","10",6097,"Black","6097","6/15/10",8,"Farmer John's",2006,FALSE
"6098-2","2",6098,"Asynchrony","6098","6/10/10",1,"Farmer John's",2006,FALSE
"6098-3","3",6098,"Asynchrony","6098","6/11/10",2,"Farmer John's",2006,FALSE
"6113-2","2",6098,"Asynchrony","6113","6/11/10",2,"Farmer John's",2006,FALSE
"6113-4","4",6098,"Asynchrony","6113","6/12/10",3,"Farmer John's",2006,FALSE
"6098-5","5",6098,"Asynchrony","6098","6/13/10",4,"Farmer John's",2006,FALSE
"6098-7","7",6098,"Asynchrony","6098","6/14/10",5,"Farmer John's",2006,FALSE
"6113-6","6",6098,"Asynchrony","6113","6/14/10",5,"Farmer John's",2006,FALSE
"6113-8","8",6098,"Asynchrony","6113","6/15/10",6,"Farmer John's",2006,FALSE
"6098-9","9",6098,"Asynchrony","6098","6/16/10",7,"Farmer John's",2006,FALSE
"6088-7","7",6099,"Black Synchrony","6088","6/10/10",1,"Farmer John's",2006,FALSE
"6099-2","2",6099,"Black Synchrony","6099","6/10/10",1,"Farmer John's",2006,FALSE
"6099-3","3",6099,"Black Synchrony","6099","6/10/10",1,"Farmer John's",2006,FALSE
"6099-4","4",6099,"Black Synchrony","6099","6/10/10",1,"Farmer John's",2006,FALSE
"6100-4","4",6099,"Black Synchrony","6100","6/10/10",1,"Farmer John's",2006,FALSE
"6214-6","6",6099,"Black Synchrony","6214","6/10/10",1,"Farmer John's",2006,FALSE
"6088-8","8",6099,"Black Synchrony","6088","6/11/10",2,"Farmer John's",2006,FALSE
"6099-5","5",6099,"Black Synchrony","6099","6/11/10",2,"Farmer John's",2006,FALSE
"6100-5","5",6099,"Black Synchrony","6100","6/11/10",2,"Farmer John's",2006,FALSE
"6214-7","7",6099,"Black Synchrony","6214","6/11/10",2,"Farmer John's",2006,FALSE
"6054-4","4",6100,"Synchrony","6054","6/9/10",1,"Farmer John's",2006,FALSE
"6054-3","3",6100,"Synchrony","6054","6/9/10",1,"Farmer John's",2006,FALSE
"6054-2","2",6100,"Synchrony","6054","6/9/10",1,"Farmer John's",2006,FALSE
"6100-2","2",6100,"Synchrony","6100","6/9/10",1,"Farmer John's",2006,FALSE
"6100-3","3",6100,"Synchrony","6100","6/9/10",1,"Farmer John's",2006,FALSE
"6100-1","1",6100,"Synchrony","6100","6/9/10",1,"Farmer John's",2006,FALSE
"6046-7","7",6100,"Synchrony","6046","6/10/10",2,"Farmer John's",2006,FALSE
"6054-5","5",6100,"Synchrony","6054","6/10/10",2,"Farmer John's",2006,FALSE
"6054-6","6",6100,"Synchrony","6054","6/10/10",2,"Farmer John's",2006,FALSE
"6215-9","9",6100,"Synchrony","6215","6/10/10",2,"Farmer John's",2006,FALSE
"6106-2","2",6106,"Black","6106.1","6/16/10",1,"Farmer John's",2006,FALSE
"6106-3","3",6106,"Black","6106.1","6/17/10",2,"Farmer John's",2006,FALSE
"6106-1","1",6106,"Black","6106.1","6/19/10",4,"Farmer John's",2006,FALSE
"6106-4","4",6106,"Black","6106.1","6/19/10",4,"Farmer John's",2006,FALSE
"6106-5","5",6106,"Black","6106.1","6/21/10",6,"Farmer John's",2006,FALSE
"6106-6","6",6106,"Black","6106.1","6/21/10",6,"Farmer John's",2006,FALSE
"6106-7","7",6106,"Black","6106.1","6/22/10",7,"Farmer John's",2006,FALSE
"6106-8","8",6106,"Black","6106.1","6/23/10",8,"Farmer John's",2006,FALSE
"6106-9","9",6106,"Black","6106.1","6/24/10",9,"Farmer John's",2006,FALSE
"6108-5","5",6108,"Black","6108","6/13/10",NA,"Farmer John's",2006,FALSE
"6108-4","4",6108,"Black","6108","6/13/10",NA,"Farmer John's",2006,FALSE
"6109-2","2",6109,"Black","6109.1","6/12/10",1,"Roadside",2006,FALSE
"6109-1","1",6109,"Black","6109.1","6/12/10",1,"Roadside",2006,FALSE
"6109-6","6",6109,"Black","6109.1","6/13/10",2,"Roadside",2006,FALSE
"6109-5","5",6109,"Black","6109.1","6/13/10",2,"Roadside",2006,FALSE
"6109-3","3",6109,"Black","6109.1","6/14/10",3,"Roadside",2006,FALSE
"6109-4","4",6109,"Black","6109.1","6/15/10",4,"Roadside",2006,FALSE
"6109-7","7",6109,"Black","6109.1","6/17/10",6,"Roadside",2006,FALSE
"6109-8","8",6109,"Black","6109.1","6/18/10",7,"Roadside",2006,FALSE
"6110-3","3",6110,"Black Synchrony","6110","6/8/10",1,"Roadside",2006,FALSE
"6110-2","2",6110,"Black Synchrony","6110","6/8/10",1,"Roadside",2006,FALSE
"6110-1","1",6110,"Black Synchrony","6110","6/8/10",1,"Roadside",2006,FALSE
"6210-4","4",6110,"Black Synchrony","6210","6/8/10",1,"Roadside",2006,FALSE
"6210-5","5",6110,"Black Synchrony","6210","6/8/10",1,"Roadside",2006,FALSE
"6053-C","C",6110,"Black Synchrony","6053","6/9/10",2,"Roadside",2006,FALSE
"6053-A","A",6110,"Black Synchrony","6053","6/9/10",2,"Roadside",2006,FALSE
"6053-B","B",6110,"Black Synchrony","6053","6/9/10",2,"Roadside",2006,FALSE
"6110-4",NA,6110,"Black Synchrony","6110","6/9/10",2,"Roadside",2006,FALSE
"6210-10","10",6110,"Black Synchrony","6210","6/9/10",2,"Roadside",2006,FALSE
"6113-1","1",6113,"Asynchrony","6113","6/10/10",1,"Farmer John's",2006,FALSE
"6098-4","4",6113,"Asynchrony","6098","6/11/10",2,"Farmer John's",2006,FALSE
"6098-1","1",6113,"Asynchrony","6098","6/11/10",2,"Farmer John's",2006,FALSE
"6113-3","3",6113,"Asynchrony","6113","6/11/10",2,"Farmer John's",2006,FALSE
"6098-6","6",6113,"Asynchrony","6098","6/13/10",4,"Farmer John's",2006,FALSE
"6113-5","5",6113,"Asynchrony","6113","6/13/10",4,"Farmer John's",2006,FALSE
"6113-7","7",6113,"Asynchrony","6113","6/14/10",5,"Farmer John's",2006,FALSE
"6098-8","8",6113,"Asynchrony","6098","6/15/10",6,"Farmer John's",2006,FALSE
"6113-9","9",6113,"Asynchrony","6113","6/17/10",8,"Farmer John's",2006,FALSE
"6113-10","10",6113,"Asynchrony","6113","6/17/10",8,"Farmer John's",2006,FALSE
"6128-4","4",6113,"Asynchrony","6128","6/17/10",8,"Farmer John's",2006,FALSE
"6054-8","8",6114,"Synchrony","6054","6/11/10",1,"Jaimeson",2006,FALSE
"6054-7","7",6114,"Synchrony","6054","6/11/10",1,"Jaimeson",2006,FALSE
"6114-1","1",6114,"Synchrony","6114","6/11/10",1,"Jaimeson",2006,FALSE
"6114-2","2",6114,"Synchrony","6114","6/11/10",1,"Jaimeson",2006,FALSE
"6086-9","9",6114,"Synchrony","6086","6/12/10",2,"Jaimeson",2006,FALSE
"6086-7","7",6114,"Synchrony","6086","6/12/10",2,"Jaimeson",2006,FALSE
"6114-4","4",6114,"Synchrony","6114","6/12/10",2,"Jaimeson",2006,FALSE
"6114-3","3",6114,"Synchrony","6114","6/12/10",2,"Jaimeson",2006,FALSE
"6118-1","1",6118,"Control","6118","6/10/10",1,"Farmer John's",2006,FALSE
"6118-3","3",6118,"Control","6118","6/11/10",2,"Farmer John's",2006,FALSE
"6118-2","2",6118,"Control","6118","6/12/10",3,"Farmer John's",2006,FALSE
"6118-4","4",6118,"Control","6118","6/13/10",4,"Farmer John's",2006,FALSE
"6118-5","5",6118,"Control","6118","6/14/10",5,"Farmer John's",2006,FALSE
"6118-6","6",6118,"Control","6118","6/15/10",6,"Farmer John's",2006,FALSE
"6118-7","7",6118,"Control","6118","6/16/10",7,"Farmer John's",2006,FALSE
"6121-2","2",6121,"Control","6121","6/13/10",1,"Farmer John's",2006,FALSE
"6121-3","3",6121,"Control","6121","6/13/10",1,"Farmer John's",2006,FALSE
"6121-4","4",6121,"Control","6121","6/13/10",1,"Farmer John's",2006,FALSE
"6121-5","5",6121,"Control","6121","6/14/10",2,"Farmer John's",2006,FALSE
"6121-6","6",6121,"Control","6121","6/15/10",3,"Farmer John's",2006,FALSE
"6121-7","7",6121,"Control","6121","6/17/10",5,"Farmer John's",2006,FALSE
"6121-8","8",6121,"Control","6121","6/17/10",5,"Farmer John's",2006,FALSE
"6121-9","9",6121,"Control","6121","6/18/10",6,"Farmer John's",2006,FALSE
"6121-10","10",6121,"Control","6121","6/19/10",7,"Farmer John's",2006,FALSE
"6121-12","12",6121,"Control","6121","6/23/10",11,"Farmer John's",2006,FALSE
"6123-1","1",6123,"Control","6123","6/13/10",1,"Jaimeson",2006,FALSE
"6123-3","3",6123,"Control","6123","6/14/10",2,"Jaimeson",2006,FALSE
"6123-4","4",6123,"Control","6123","6/14/10",2,"Jaimeson",2006,FALSE
"6123-5","5",6123,"Control","6123","6/15/10",3,"Jaimeson",2006,FALSE
"6123-6","6",6123,"Control","6123","6/16/10",4,"Jaimeson",2006,FALSE
"6123-7","7",6123,"Control","6123","6/17/10",5,"Jaimeson",2006,FALSE
"6123-8","8",6123,"Control","6123","6/18/10",6,"Jaimeson",2006,FALSE
"6123-9","9",6123,"Control","6123","6/19/10",7,"Jaimeson",2006,FALSE
"6091-7","7",6124,"Synchrony","6091","6/13/10",1,"Farmer John's",2006,FALSE
"6124-1","1",6124,"Synchrony","6124","6/13/10",1,"Farmer John's",2006,FALSE
"6124-2","2",6124,"Synchrony","6124","6/13/10",1,"Farmer John's",2006,FALSE
"6091-9",NA,6124,"Synchrony","6091","6/13/10",1,"Farmer John's",2006,FALSE
"6108-7","7",6124,"Synchrony","6108","6/14/10",2,"Farmer John's",2006,FALSE
"6124-3","3",6124,"Synchrony","6124","6/14/10",2,"Farmer John's",2006,FALSE
"6124-4","4",6124,"Synchrony","6124","6/14/10",2,"Farmer John's",2006,FALSE
"6091-8",NA,6124,"Synchrony","6091","6/14/10",2,"Farmer John's",2006,FALSE
"6125-2","2",6125,"Synchrony","6125","6/14/10",1,"Farmer John's",2006,FALSE
"6125-1","1",6125,"Synchrony","6125","6/14/10",1,"Farmer John's",2006,FALSE
"6125-3","3",6125,"Synchrony","6125","6/14/10",1,"Farmer John's",2006,FALSE
"6247-7","7",6125,"Synchrony","6247","6/14/10",1,"Farmer John's",2006,FALSE
"6247-5","5",6125,"Synchrony","6247","6/14/10",1,"Farmer John's",2006,FALSE
"6029-5","5",6125,"Synchrony","6029.1","6/15/10",2,"Farmer John's",2006,FALSE
"6100-10","10",6125,"Synchrony","6100","6/15/10",2,"Farmer John's",2006,FALSE
"6110-8","8",6125,"Synchrony","6110","6/15/10",2,"Farmer John's",2006,FALSE
"6253-7","7",6125,"Synchrony","6253","6/15/10",2,"Farmer John's",2006,FALSE
