"new.id","Egg.ID","Brood","Brood.Treatment","Clutch","Release.Date","Release.Order","Wetland","Year","is.parasite"
"5013-A","A",5057,"Control","5013","6/25/09",2,"Riske 42",2005,FALSE
"5057-3","3",5057,"Control","5057","6/25/09",2,"Riske 42",2005,FALSE
"5057-5","5",5057,"Control","5057","6/25/09",2,"Riske 42",2005,FALSE
"5058-P2","P2",5057,"Control","5058","6/25/09",2,"Riske 42",2005,TRUE
"5E10-RB","P1",5057,"Control","5.00E+10","6/26/09",3,"Riske 42",2005,FALSE
"5058-P1","P1",5057,"Control","5058","6/27/09",4,"Riske 42",2005,FALSE
"5058-3","3",5058,"Synchrony","5058","6/23/09",1,"Jaimeson",2005,FALSE
"5058-5","5",5058,"Synchrony","5058","6/23/09",1,"Jaimeson",2005,FALSE
"5058-8","8",5058,"Synchrony","5058","6/23/09",1,"Jaimeson",2005,FALSE
"5058-9","9",5058,"Synchrony","5058","6/23/09",1,"Jaimeson",2005,FALSE
"5013-B","N/A",5058,"Synchrony","5013","6/24/09",2,"Jaimeson",2005,FALSE
"5057-10","10",5058,"Synchrony","5057","6/24/09",2,"Jaimeson",2005,FALSE
"5057-7","7",5058,"Synchrony","5057","6/24/09",2,"Jaimeson",2005,FALSE
"5057-8","8",5058,"Synchrony","5057","6/24/09",2,"Jaimeson",2005,FALSE
"5068-A","Exp",5058,"Synchrony","5068","6/24/09",2,"Jaimeson",2005,FALSE
"5061-1","1",5061,"Control","5061","6/19/09",1,"Jaimeson",2005,FALSE
"5061-3","3",5061,"Control","5061","6/19/09",1,"Jaimeson",2005,FALSE
"5061-4","4",5061,"Control","5061","6/19/09",1,"Jaimeson",2005,FALSE
"5061-2","2",5061,"Control","5061","6/20/09",2,"Jaimeson",2005,FALSE
"5061-5","5",5061,"Control","5061","6/20/09",2,"Jaimeson",2005,FALSE
"5061-6","6",5061,"Control","5061","6/20/09",2,"Jaimeson",2005,FALSE
"6002-3","3",6002,"Control","6002","5/29/10",1,"Jaimeson",2006,FALSE
"6002-2","2",6002,"Control","6002","5/29/10",1,"Jaimeson",2006,FALSE
"6002-1","1",6002,"Control","6002","5/29/10",1,"Jaimeson",2006,FALSE
"6002-4","4",6002,"Control","6002","5/30/10",2,"Jaimeson",2006,FALSE
"6002-5","5",6002,"Control","6002","5/30/10",2,"Jaimeson",2006,FALSE
"6002-6","6",6002,"Control","6002","5/31/10",3,"Jaimeson",2006,FALSE
"6002-8","8",6002,"Control","6002","6/1/10",4,"Jaimeson",2006,FALSE
"6002-9","9",6002,"Control","6002","6/2/10",5,"Jaimeson",2006,FALSE
"6002-10","10",6002,"Control","6002","6/3/10",6,"Jaimeson",2006,FALSE
"6003-4","4",6003,"Control","6003","5/30/10",1,"Jaimeson",2006,FALSE
"6003-5","5",6003,"Control","6003","5/31/10",2,"Jaimeson",2006,FALSE
"6003-2","2",6003,"Control","6003","5/31/10",2,"Jaimeson",2006,FALSE
"6003-6","6",6003,"Control","6003","5/31/10",2,"Jaimeson",2006,FALSE
"6003-3","3",6003,"Control","6003","5/31/10",2,"Jaimeson",2006,FALSE
"6003-7","7",6003,"Control","6003","6/1/10",3,"Jaimeson",2006,FALSE
"6003-8","8",6003,"Control","6003","6/2/10",4,"Jaimeson",2006,FALSE
"6003-9","9",6003,"Control","6003","6/3/10",5,"Jaimeson",2006,FALSE
"6004-4","4",6004,"Control","6004","6/4/10",1,"Jaimeson",2006,FALSE
"6004-7","7",6004,"Control","6004","6/4/10",1,"Jaimeson",2006,FALSE
"6004-2","2",6004,"Control","6004","6/4/10",1,"Jaimeson",2006,FALSE
"6004-1","1",6004,"Control","6004","6/4/10",1,"Jaimeson",2006,FALSE
"6004-3","3",6004,"Control","6004","6/4/10",1,"Jaimeson",2006,FALSE
"6004-6","6",6004,"Control","6004","6/5/10",2,"Jaimeson",2006,FALSE
"6004-5","5",6004,"Control","6004","6/5/10",2,"Jaimeson",2006,FALSE
"6004-P2","P2",6004,"Control","6123","6/5/10",2,"Jaimeson",2006,TRUE
"6004-8","8",6004,"Control","6004","6/6/10",3,"Jaimeson",2006,FALSE
"6006-1","1",6006,"Asynchrony","6006","6/1/10",1,"Jaimeson",2006,FALSE
"6006-3","3",6006,"Asynchrony","6006","6/2/10",2,"Jaimeson",2006,FALSE
"6073-2","2",6006,"Asynchrony","6073","6/2/10",2,"Jaimeson",2006,FALSE
"6073-6","6",6006,"Asynchrony","6073","6/3/10",3,"Jaimeson",2006,FALSE
"6006-4","4",6006,"Asynchrony","6006",NA,NA,"Jaimeson",2006,FALSE
"6012-5","5",6012,"Black","6012","6/6/10",1,"Jaimeson",2006,FALSE
"6012-6","6",6012,"Black","6012","6/6/10",1,"Jaimeson",2006,FALSE
"6012-2","2",6012,"Black","6012","6/6/10",1,"Jaimeson",2006,FALSE
"6012-4","4",6012,"Black","6012","6/6/10",1,"Jaimeson",2006,FALSE
"6012-3","3",6012,"Black","6012","6/7/10",2,"Jaimeson",2006,FALSE
"6012-1","1",6012,"Black","6012","6/7/10",2,"Jaimeson",2006,FALSE
"6012-7","7",6012,"Black","6012","6/7/10",2,"Jaimeson",2006,FALSE
"6012-8","8",6012,"Black","6012","6/8/10",3,"Jaimeson",2006,FALSE
"6012-9","9",6012,"Black","6012","6/8/10",3,"Jaimeson",2006,FALSE
"6012-10","10",6012,"Black","6012","6/9/10",4,"Jaimeson",2006,FALSE
"6012-11","11",6012,"Black","6012","6/10/10",5,"Jaimeson",2006,FALSE
"6012-12","12",6012,"Black","6012","6/11/10",6,"Jaimeson",2006,FALSE
"6012-13","13",6012,"Black","6012","6/11/10",6,"Jaimeson",2006,FALSE
"6017-1","1",6017,"Control","6017","6/4/10",1,"Farmer John's",2006,FALSE
"6017-3","3",6017,"Control","6017","6/4/10",1,"Farmer John's",2006,FALSE
"6017-6","6",6017,"Control","6017","6/5/10",2,"Farmer John's",2006,FALSE
"6017-5","5",6017,"Control","6017","6/5/10",2,"Farmer John's",2006,FALSE
"6017-4","4",6017,"Control","6017","6/5/10",2,"Farmer John's",2006,FALSE
"6017-7","7",6017,"Control","6017","6/6/10",3,"Farmer John's",2006,FALSE
"6017-8","8",6017,"Control","6017","6/6/10",3,"Farmer John's",2006,FALSE
"6017-9","9",6017,"Control","6017","6/7/10",4,"Farmer John's",2006,FALSE
"6017-10","10",6017,"Control","6017","6/9/10",6,"Farmer John's",2006,FALSE
"6017-P1","P1",6017,"Control","6017","6/9/10",6,"Farmer John's",2006,TRUE
"6019-5","5",6019,"Asynchrony","6019","6/7/10",1,"Jaimeson",2006,FALSE
"6019-3","3",6019,"Asynchrony","6019","6/7/10",1,"Jaimeson",2006,FALSE
"6063-1","1",6019,"Asynchrony","6063","6/7/10",1,"Jaimeson",2006,FALSE
"6063-5","5",6019,"Asynchrony","6063","6/7/10",1,"Jaimeson",2006,FALSE
"6019-7","7",6019,"Asynchrony","6019","6/8/10",2,"Jaimeson",2006,FALSE
"6019-9","9",6019,"Asynchrony","6019","6/9/10",3,"Jaimeson",2006,FALSE
"6063-9","9",6019,"Asynchrony","6063","6/10/10",4,"Jaimeson",2006,FALSE
"6020-3","3",6020,"Control","6020","6/6/10",1,"Farmer John's",2006,FALSE
"6020-2","2",6020,"Control","6020","6/6/10",1,"Farmer John's",2006,FALSE
"6020-5","5",6020,"Control","6020","6/7/10",2,"Farmer John's",2006,FALSE
"6020-4","4",6020,"Control","6020","6/7/10",2,"Farmer John's",2006,FALSE
"6020-6","6",6020,"Control","6020","6/7/10",2,"Farmer John's",2006,FALSE
"6020-1","1",6020,"Control","6020","6/7/10",2,"Farmer John's",2006,FALSE
"6020-7","7",6020,"Control","6020","6/8/10",3,"Farmer John's",2006,FALSE
"6020-8","8",6020,"Control","6020","6/9/10",4,"Farmer John's",2006,FALSE
"6020-9","9",6020,"Control","6020","6/10/10",5,"Farmer John's",2006,FALSE
"6020-10","10",6020,"Control","6020","6/11/10",6,"Farmer John's",2006,FALSE
"6022-1","1",6022,"Control","6022.1","6/11/10",1,"Farmer John's",2006,FALSE
"6022-2","2",6022,"Control","6022.1","6/11/10",1,"Farmer John's",2006,FALSE
"6022-3","3",6022,"Control","6022.1","6/13/10",3,"Farmer John's",2006,FALSE
"6022-4","4",6022,"Control","6022.1","6/14/10",4,"Farmer John's",2006,FALSE
"6022-5","5",6022,"Control","6022.1","6/15/10",5,"Farmer John's",2006,FALSE
"6022-6","6",6022,"Control","6022.1","6/16/10",6,"Farmer John's",2006,FALSE
"6022-7","7",6022,"Control","6022.1","6/17/10",7,"Farmer John's",2006,FALSE
"6022-8","8",6022,"Control","6022.1","6/18/10",8,"Farmer John's",2006,FALSE
"6022-9","9",6022,"Control","6022.1","6/19/10",9,"Farmer John's",2006,FALSE
"6022-10","10",6022,"Control","6022.1","6/20/10",10,"Farmer John's",2006,FALSE
"6023-2","2",6023,"Black","6023.2","6/23/10",1,"Farmer John's",2006,FALSE
"6023-3","3",6023,"Black","6023.2","6/24/10",2,"Farmer John's",2006,FALSE
"6023-1","1",6023,"Black","6023.2","6/25/10",3,"Farmer John's",2006,FALSE
"6023-6","6",6023,"Black","6023.2","6/26/10",4,"Farmer John's",2006,FALSE
"6023-5","5",6023,"Black","6023.2","6/26/10",4,"Farmer John's",2006,FALSE
"6023-4","4",6023,"Black","6023.2","6/27/10",5,"Farmer John's",2006,FALSE
"6023-7","7",6023,"Black","6023.2","6/28/10",6,"Farmer John's",2006,FALSE
"6025-2","2",6025,"Control","6025","6/5/10",1,"Farmer John's",2006,FALSE
"6025-3","3",6025,"Control","6025","6/5/10",1,"Farmer John's",2006,FALSE
"6025-4","4",6025,"Control","6025","6/6/10",2,"Farmer John's",2006,FALSE
"6025-5","5",6025,"Control","6025","6/6/10",2,"Farmer John's",2006,FALSE
"6025-P2","P2",6025,"Control","6025","6/6/10",2,"Farmer John's",2006,TRUE
"6025-P1","P1",6025,"Control","6025","6/6/10",2,"Farmer John's",2006,TRUE
"6025-6","6",6025,"Control","6025","6/7/10",3,"Farmer John's",2006,FALSE
"6025-7","7",6025,"Control","6025","6/8/10",4,"Farmer John's",2006,FALSE
"6025-8","8",6025,"Control","6025","6/9/10",5,"Farmer John's",2006,FALSE
"6025-9","9",6025,"Control","6025","6/10/10",6,"Farmer John's",2006,FALSE
"6025-10","10",6025,"Control","6025","6/12/10",8,"Farmer John's",2006,FALSE
"6025-11","11",6025,"Control","6025","6/12/10",8,"Farmer John's",2006,FALSE
"6025-13","13",6025,"Control","6025","6/15/10",11,"Farmer John's",2006,FALSE
"6026-3","3",6026,"Black","6026","6/6/10",1,"Jaimeson",2006,FALSE
"6026-2","2",6026,"Black","6026","6/6/10",1,"Jaimeson",2006,FALSE
"6026-5","5",6026,"Black","6026","6/7/10",2,"Jaimeson",2006,FALSE
"6026-4","4",6026,"Black","6026","6/7/10",2,"Jaimeson",2006,FALSE
"6026-6","6",6026,"Black","6026","6/7/10",2,"Jaimeson",2006,FALSE
"6026-1","1",6026,"Black","6026","6/7/10",2,"Jaimeson",2006,FALSE
"6026-7","7",6026,"Black","6026","6/8/10",3,"Jaimeson",2006,FALSE
"6026-8","8",6026,"Black","6026","6/9/10",4,"Jaimeson",2006,FALSE
"6028-2","2",6028,"Control","6028","6/5/10",1,"Jaimeson",2006,FALSE
"6028-1","1",6028,"Control","6028","6/5/10",1,"Jaimeson",2006,FALSE
"6028-4","4",6028,"Control","6028","6/6/10",2,"Jaimeson",2006,FALSE
"6028-5","5",6028,"Control","6028","6/6/10",2,"Jaimeson",2006,FALSE
"6028-6","6",6028,"Control","6028","6/7/10",3,"Jaimeson",2006,FALSE
"6028-7","7",6028,"Control","6028","6/8/10",4,"Jaimeson",2006,FALSE
"6029-3","3",6029,"Black Synchrony","6029.1","6/13/10",1,"Farmer John's",2006,FALSE
"6029-1","1",6029,"Black Synchrony","6029.1","6/13/10",1,"Farmer John's",2006,FALSE
"6102-8","8",6029,"Black Synchrony","6102","6/13/10",1,"Farmer John's",2006,FALSE
"6247-6","6",6029,"Black Synchrony","6247","6/13/10",1,"Farmer John's",2006,FALSE
"6100-8","8",6029,"Black Synchrony","6100","6/14/10",2,"Farmer John's",2006,FALSE
"6100-9","9",6029,"Black Synchrony","6100","6/14/10",2,"Farmer John's",2006,FALSE
"6253-3","3",6029,"Black Synchrony","6253","6/14/10",2,"Farmer John's",2006,FALSE
"6253-6","6",6029,"Black Synchrony","6253","6/14/10",2,"Farmer John's",2006,FALSE
"6030-2","2",6030,"Control","6030","6/6/10",1,"Farmer John's",2006,FALSE
"6030-1","1",6030,"Control","6030","6/6/10",1,"Farmer John's",2006,FALSE
"6030-5","5",6030,"Control","6030","6/7/10",2,"Farmer John's",2006,FALSE
"6030-4","4",6030,"Control","6030","6/7/10",2,"Farmer John's",2006,FALSE
"6030-3","3",6030,"Control","6030","6/7/10",2,"Farmer John's",2006,FALSE
"6030-6","6",6030,"Control","6030","6/8/10",3,"Farmer John's",2006,FALSE
"6030-7","7",6030,"Control","6030","6/9/10",4,"Farmer John's",2006,FALSE
"6030-8","8",6030,"Control","6030","6/9/10",4,"Farmer John's",2006,FALSE
"6030-9","9",6030,"Control","6030","6/10/10",5,"Farmer John's",2006,FALSE
"6030-10","10",6030,"Control","6030","6/12/10",7,"Farmer John's",2006,FALSE
"6030-11","11",6030,"Control","6030","6/13/10",8,"Farmer John's",2006,FALSE
"6031-4","4",6031,"Control","6031","6/6/10",1,"Farmer John's",2006,FALSE
"6031-2","2",6031,"Control","6031","6/6/10",1,"Farmer John's",2006,FALSE
"6031-6","6",6031,"Control","6031","6/7/10",2,"Farmer John's",2006,FALSE
"6031-5","5",6031,"Control","6031","6/7/10",2,"Farmer John's",2006,FALSE
"6031-8","8",6031,"Control","6031","6/9/10",4,"Farmer John's",2006,FALSE
"6031-7","7",6031,"Control","6031","6/9/10",4,"Farmer John's",2006,FALSE
"6031-9","9",6031,"Control","6031","6/10/10",5,"Farmer John's",2006,FALSE
"6031-10","10",6031,"Control","6031","6/11/10",6,"Farmer John's",2006,FALSE
"6031-11","11",6031,"Control","6031","6/13/10",8,"Farmer John's",2006,FALSE
"6032-4","4",6032,"Black Synchrony","6032","6/6/10",1,"Farmer John's",2006,FALSE
"6032-2","2",6032,"Black Synchrony","6032","6/6/10",1,"Farmer John's",2006,FALSE
"6032-3","3",6032,"Black Synchrony","6032","6/6/10",1,"Farmer John's",2006,FALSE
"6032-1","1",6032,"Black Synchrony","6032","6/6/10",1,"Farmer John's",2006,FALSE
"6207-6","6",6032,"Black Synchrony","6207","6/6/10",1,"Farmer John's",2006,FALSE
"6207-3","3",6032,"Black Synchrony","6207","6/6/10",1,"Farmer John's",2006,FALSE
"6215-4","4",6032,"Black Synchrony","6215","6/6/10",1,"Farmer John's",2006,FALSE
"6215-1","1",6032,"Black Synchrony","6215","6/6/10",1,"Farmer John's",2006,FALSE
"6215-5","5",6032,"Black Synchrony","6215","6/6/10",1,"Farmer John's",2006,FALSE
"6215-3","3",6032,"Black Synchrony","6215","6/6/10",1,"Farmer John's",2006,FALSE
"6034-1","1",6034,"Control","6034","6/6/10",1,"Farmer John's",2006,FALSE
"6034-3","3",6034,"Control","6034","6/6/10",1,"Farmer John's",2006,FALSE
"6034-2","2",6034,"Control","6034","6/6/10",1,"Farmer John's",2006,FALSE
"6034-4","4",6034,"Control","6034","6/7/10",2,"Farmer John's",2006,FALSE
"6003-P1","P1",6034,"Control","6003","6/7/10",2,"Farmer John's",2006,TRUE
"6034-6","6",6034,"Control","6034","6/8/10",3,"Farmer John's",2006,FALSE
"6034-P1","P1",6034,"Control","6079","6/8/10",3,"Farmer John's",2006,TRUE
"6034-7","7",6034,"Control","6034","6/9/10",4,"Farmer John's",2006,FALSE
"6034-8","8",6034,"Control","6034","6/11/10",6,"Farmer John's",2006,FALSE
"6034-9","9",6034,"Control","6034","6/12/10",7,"Farmer John's",2006,FALSE
"6034-10","10",6034,"Control","6034","6/13/10",8,"Farmer John's",2006,FALSE
"6038-2","2",6038,"Control","6038","6/4/10",1,"Farmer John's",2006,FALSE
"6038-1","1",6038,"Control","6038","6/5/10",2,"Farmer John's",2006,FALSE
"6038-4","4",6038,"Control","6038","6/6/10",3,"Farmer John's",2006,FALSE
"6038-5","5",6038,"Control","6038","6/7/10",4,"Farmer John's",2006,FALSE
"6038-6","6",6038,"Control","6038","6/7/10",4,"Farmer John's",2006,FALSE
"6038-8","8",6038,"Control","6038","6/9/10",6,"Farmer John's",2006,FALSE
"6038-3","3",6038,"Control","6038","6/10/10",7,"Farmer John's",2006,FALSE
"6038-9","9",6038,"Control","6038","6/11/10",8,"Farmer John's",2006,FALSE
"6038-10","10",6038,"Control","6038","6/13/10",10,"Farmer John's",2006,FALSE
"6038-11","11",6038,"Control","6038","6/13/10",10,"Farmer John's",2006,FALSE
"6039-3","3",6039,"Asynchrony","6039","6/3/10",1,"Farmer John's",2006,FALSE
"6039-1","1",6039,"Asynchrony","6039","6/4/10",2,"Farmer John's",2006,FALSE
"6217-6","6",6039,"Asynchrony","6217","6/4/10",2,"Farmer John's",2006,FALSE
"6039-5","5",6039,"Asynchrony","6039","6/5/10",3,"Farmer John's",2006,FALSE
"6039-7","7",6039,"Asynchrony","6039","6/6/10",4,"Farmer John's",2006,FALSE
"6062-3","3",6039,"Asynchrony","6062","6/6/10",4,"Farmer John's",2006,FALSE
"6217-5","5",6039,"Asynchrony","6217","6/7/10",5,"Farmer John's",2006,FALSE
"6039-9","9",6039,"Asynchrony","6039","6/8/10",6,"Farmer John's",2006,FALSE
"6217-8","8",6039,"Asynchrony","6217","6/8/10",6,"Farmer John's",2006,FALSE
"6041-1","1",6041,"Control","6041","6/6/10",1,"Farmer John's",2006,FALSE
"6041-2","2",6041,"Control","6041","6/7/10",2,"Farmer John's",2006,FALSE
"6041-4","4",6041,"Control","6041","6/7/10",2,"Farmer John's",2006,FALSE
"6041-3","3",6041,"Control","6041","6/7/10",2,"Farmer John's",2006,FALSE
"6041-P2","5",6041,"Control","6041","6/13/10",8,"Farmer John's",2006,TRUE
"6041-P3","6",6041,"Control","6041","6/15/10",10,"Farmer John's",2006,TRUE
"6047-4","4",6047,"Control","6047","6/7/10",1,"Jaimeson",2006,FALSE
"6047-3","3",6047,"Control","6047","6/7/10",1,"Jaimeson",2006,FALSE
"6047-7","7",6047,"Control","6047","6/8/10",2,"Jaimeson",2006,FALSE
"6047-8","8",6047,"Control","6047","6/9/10",3,"Jaimeson",2006,FALSE
"6047-10","10",6047,"Control","6047","6/9/10",3,"Jaimeson",2006,FALSE
"6047-11","11",6047,"Control","6047","6/10/10",4,"Jaimeson",2006,FALSE
"6047-12","12",6047,"Control","6047","6/10/10",4,"Jaimeson",2006,FALSE
"6047-14","14",6047,"Control","6047","6/12/10",6,"Jaimeson",2006,FALSE
"6047-13","13",6047,"Control","6047","6/12/10",6,"Jaimeson",2006,FALSE
"6047-15","15",6047,"Control","6047","6/13/10",7,"Jaimeson",2006,FALSE
"6056-5","5",6056,"Synchrony","6056","6/7/10",1,"Roadside",2006,FALSE
"6056-1","1",6056,"Synchrony","6056","6/7/10",1,"Roadside",2006,FALSE
"6056-2","2",6056,"Synchrony","6056","6/7/10",1,"Roadside",2006,FALSE
"6056-3","3",6056,"Synchrony","6056","6/7/10",1,"Roadside",2006,FALSE
"6215-6","6",6056,"Synchrony","6215","6/7/10",1,"Roadside",2006,FALSE
"6215-2","2",6056,"Synchrony","6215","6/7/10",1,"Roadside",2006,FALSE
"6056-4","4",6056,"Synchrony","6056","6/8/10",2,"Roadside",2006,FALSE
"6056-6","6",6056,"Synchrony","6056","6/8/10",2,"Roadside",2006,FALSE
"6074-1","1",6056,"Synchrony","6074","6/8/10",2,"Roadside",2006,FALSE
"6003-P2","P2",6056,"Synchrony","6003","6/8/10",2,"Roadside",2006,TRUE
"6057-2","2",6057,"Control","6057","6/6/10",1,"Roadside",2006,FALSE
"6057-1","1",6057,"Control","6057","6/6/10",1,"Roadside",2006,FALSE
"6057-3","3",6057,"Control","6057","6/7/10",2,"Roadside",2006,FALSE
"6057-5","5",6057,"Control","6057","6/8/10",3,"Roadside",2006,FALSE
"6057-8","8",6057,"Control","6057","6/9/10",4,"Roadside",2006,FALSE
"6057-6","6",6057,"Control","6057","6/10/10",5,"Roadside",2006,FALSE
"6057-7","7",6057,"Control","6057","6/11/10",6,"Roadside",2006,FALSE
"6057-10","10",6057,"Control","6057","6/12/10",7,"Roadside",2006,FALSE
"6057-11","11",6057,"Control","6057","6/14/10",9,"Roadside",2006,FALSE
"6058-2","2",6058,"Black","6058","6/7/10",1,"Roadside",2006,FALSE
"6058-1","1",6058,"Black","6058","6/7/10",1,"Roadside",2006,FALSE
"6058-3","3",6058,"Black","6058","6/8/10",2,"Roadside",2006,FALSE
"6058-5","5",6058,"Black","6058","6/8/10",2,"Roadside",2006,FALSE
"6058-6","6",6058,"Black","6058","6/9/10",3,"Roadside",2006,FALSE
"6058-4","4",6058,"Black","6058","6/9/10",3,"Roadside",2006,FALSE
"6058-8","8",6058,"Black","6058","6/10/10",4,"Roadside",2006,FALSE
"6058-7","7",6058,"Black","6058","6/11/10",5,"Roadside",2006,FALSE
"6058-*",NA,6058,"Black","6058","6/12/10",6,"Roadside",2006,FALSE
"6058-9","9",6058,"Black","6058","6/13/10",7,"Roadside",2006,FALSE
"6058-10","10",6058,"Black","6058","6/15/10",9,"Roadside",2006,FALSE
"6059-7","7",6059,"Control","6059","5/30/10",1,"Roadside",2006,FALSE
"6059-9","9",6059,"Control","6059","5/30/10",1,"Roadside",2006,FALSE
"6059-1","1",6059,"Control","6059","5/30/10",1,"Roadside",2006,FALSE
"6059-3","3",6059,"Control","6059","5/31/10",2,"Roadside",2006,FALSE
"6059-2","2",6059,"Control","6059","5/31/10",2,"Roadside",2006,FALSE
"6059-5","5",6059,"Control","6059","6/1/10",3,"Roadside",2006,FALSE
"6059-4","4",6059,"Control","6059","6/1/10",3,"Roadside",2006,FALSE
"6059-8","8",6059,"Control","6059","6/2/10",4,"Roadside",2006,FALSE
"6059-6","6",6059,"Control","6059","6/3/10",5,"Roadside",2006,FALSE
"6063-2","2",6063,"Asynchrony","6063","6/6/10",1,"Roadside",2006,FALSE
"6019-1","1",6063,"Asynchrony","6019","6/7/10",2,"Roadside",2006,FALSE
"6019-4","4",6063,"Asynchrony","6019","6/7/10",2,"Roadside",2006,FALSE
"6063-3","3",6063,"Asynchrony","6063","6/7/10",2,"Roadside",2006,FALSE
"6019-6","6",6063,"Asynchrony","6019","6/8/10",3,"Roadside",2006,FALSE
"6046-3","3",6063,"Asynchrony","6046","6/8/10",3,"Roadside",2006,FALSE
"6039-10","10",6063,"Asynchrony","6039","6/9/10",4,"Roadside",2006,FALSE
"6054-9","9",6063,"Asynchrony","6054","6/12/10",7,"Roadside",2006,FALSE
"6063-8","8",6063,"Asynchrony","6063","6/12/10",7,"Roadside",2006,FALSE
"6064-1","1",6064,"Control","6064","6/6/10",1,"Roadside",2006,FALSE
"6064-3","3",6064,"Control","6064","6/6/10",1,"Roadside",2006,FALSE
"6064-2","2",6064,"Control","6064","6/6/10",1,"Roadside",2006,FALSE
"6064-4","4",6064,"Control","6064","6/7/10",2,"Roadside",2006,FALSE
"6064-5","5",6064,"Control","6064","6/7/10",2,"Roadside",2006,FALSE
"6064-7","7",6064,"Control","6064","6/8/10",3,"Roadside",2006,FALSE
"6064-6","6",6064,"Control","6064","6/9/10",4,"Roadside",2006,FALSE
"6064-8","8",6064,"Control","6064","6/10/10",5,"Roadside",2006,FALSE
"6064-9","9",6064,"Control","6064","6/11/10",6,"Roadside",2006,FALSE
"6064-10","10",6064,"Control","6064","6/12/10",7,"Roadside",2006,FALSE
"6064-11","11",6064,"Control","6064","6/13/10",8,"Roadside",2006,FALSE
"6064-12","12",6064,"Control","6064","6/15/10",10,"Roadside",2006,FALSE
"6065-2","2",6065,"Synchrony","6065","6/6/10",1,"Roadside",2006,FALSE
"6065-4","4",6065,"Synchrony","6065","6/6/10",1,"Roadside",2006,FALSE
"6065-1","1",6065,"Synchrony","6065","6/6/10",1,"Roadside",2006,FALSE
"6065-3","3",6065,"Synchrony","6065","6/6/10",1,"Roadside",2006,FALSE
"6206-2","2",6065,"Synchrony","6206","6/6/10",1,"Roadside",2006,FALSE
"6206-3","3",6065,"Synchrony","6206","6/6/10",1,"Roadside",2006,FALSE
"6206-1","1",6065,"Synchrony","6206","6/6/10",1,"Roadside",2006,FALSE
"6208-5","5",6065,"Synchrony","6208","6/6/10",1,"Roadside",2006,FALSE
"6208-4","4",6065,"Synchrony","6208","6/6/10",1,"Roadside",2006,FALSE
"6067-4","4",6067,"Black Synchrony","6067","6/4/10",1,"Roadside",2006,FALSE
"6067-3","3",6067,"Black Synchrony","6067","6/4/10",1,"Roadside",2006,FALSE
"6067-6","6",6067,"Black Synchrony","6067","6/4/10",1,"Roadside",2006,FALSE
"6067-2","2",6067,"Black Synchrony","6067","6/4/10",1,"Roadside",2006,FALSE
"6067-5","5",6067,"Black Synchrony","6067","6/4/10",1,"Roadside",2006,FALSE
"6204-5","5",6067,"Black Synchrony","6204","6/4/10",1,"Roadside",2006,FALSE
"6204-4","4",6067,"Black Synchrony","6204","6/4/10",1,"Roadside",2006,FALSE
"6205-3","3",6067,"Black Synchrony","6205","6/4/10",1,"Roadside",2006,FALSE
"6205-4","4",6067,"Black Synchrony","6205","6/4/10",1,"Roadside",2006,FALSE
"6236-6","6",6067,"Black Synchrony","6236","6/4/10",1,"Roadside",2006,FALSE
"6068-4","4",6068,"Black","6068","6/5/10",1,"Roadside",2006,FALSE
"6068-2","2",6068,"Black","6068","6/5/10",1,"Roadside",2006,FALSE
"6068-3","3",6068,"Black","6068","6/5/10",1,"Roadside",2006,FALSE
"6068-1","1",6068,"Black","6068","6/5/10",1,"Roadside",2006,FALSE
"6068-5","5",6068,"Black","6068","6/6/10",2,"Roadside",2006,FALSE
"6068-6","6",6068,"Black","6068","6/7/10",3,"Roadside",2006,FALSE
"6068-8","8",6068,"Black","6068","6/8/10",4,"Roadside",2006,FALSE
"6068-7","7",6068,"Black","6068","6/9/10",5,"Roadside",2006,FALSE
"6068-9","9",6068,"Black","6068","6/10/10",6,"Roadside",2006,FALSE
"6068-10","10",6068,"Black","6068","6/11/10",7,"Roadside",2006,FALSE
"6061-4","4",6069,"Black Synchrony","6061","6/5/10",1,"Roadside",2006,FALSE
"6061-1","1",6069,"Black Synchrony","6061","6/5/10",1,"Roadside",2006,FALSE
"6069-1","1",6069,"Black Synchrony","6069","6/5/10",1,"Roadside",2006,FALSE
"6069-2","2",6069,"Black Synchrony","6069","6/5/10",1,"Roadside",2006,FALSE
"6069-3","3",6069,"Black Synchrony","6069","6/5/10",1,"Roadside",2006,FALSE
"6069-4","4",6069,"Black Synchrony","6069","6/5/10",1,"Roadside",2006,FALSE
"6061-5","5",6069,"Black Synchrony","6061","6/6/10",2,"Roadside",2006,FALSE
"6061-2","2",6069,"Black Synchrony","6061","6/6/10",2,"Roadside",2006,FALSE
"6069-5","5",6069,"Black Synchrony","6069","6/6/10",2,"Roadside",2006,FALSE
"6069-7","7",6069,"Black Synchrony","6069","6/6/10",2,"Roadside",2006,FALSE
"6071-1","1",6071,"Asynchrony","6071.3.3","6/28/10",1,"Farmer John's",2006,FALSE
"6071-6","6",6071,"Asynchrony","6071.3.3","6/28/10",1,"Farmer John's",2006,FALSE
"6145-4","4",6071,"Asynchrony","6145","6/28/10",1,"Farmer John's",2006,FALSE
"6145-5","5",6071,"Asynchrony","6145","6/28/10",1,"Farmer John's",2006,FALSE
"6071-8","8",6071,"Asynchrony","6071.3.3","6/29/10",2,"Farmer John's",2006,FALSE
