new.id,beak_brightness,beak_chroma,beak_hue,chin_brightness,chin_chroma,chin_hue,papillae_brightness,papillae_chroma,papillae_hue,pate_brightness,pate_chroma,pate_hue,shield_brightness,shield_chroma,shield_hue,PC1,PC2
5012-5,10878.30267,0.862573258,580.8266667,12221.89083,0.713682035,562.7466667,9331.523,0.808816587,584.925,12215.93275,0.456547854,586.68,5303.636333,0.893470145,601.5033333,0.702209628,-1.094955973
5012-6,7853.79725,0.767163814,592.875,9515.441167,0.693347591,572.08,8743.278333,0.83428747,588.4466667,10658.688,0.480733597,587.835,6299.457,0.79224022,599.12,1.883013591,0.958044829
5012-7,11117.485,0.838553845,586.0675,9901.582,0.673405663,563.5783333,10718.051,0.839967127,591.1175,17618.56425,0.479579059,589.1175,3871.819333,0.909734541,599.12,0.918897888,-0.032619256
5012-8,7149.68775,0.889814192,591.8375,10006.96783,0.752265108,576.23,6524.8735,0.851087084,587.59,13690.52975,0.525964577,587.595,5802.934667,0.848038509,598.1566667,4.048307855,-0.416709363
5012-P4,11005.80125,0.829427121,588.175,11123.77417,0.664996405,563.6866667,9985.78125,0.767922368,582.9175,13768.457,0.466046139,589.185,5330.419667,0.787642686,598.1766667,-0.433449625,-0.097122149
5012-P5,12213.28125,0.767845073,578.88,8933.646833,0.764700787,575.13,9895.418,0.762065541,588.6825,15475.39575,0.469861462,588.435,6447.984667,0.709069816,599.18,1.427102338,0.856291564
5013-A,9990.0205,0.812182441,583.17,9971.107167,0.71958207,569.5833333,11578.29025,0.82458255,585.925,13094.07925,0.416438361,588.6825,6909.295333,0.732606937,591.19,1.087005007,-0.221331678
5013-B,13569.79,0.773371688,583.9175,12342.90767,0.683382795,565.3866667,10366.876,0.800642304,582.9175,14719.099,0.46278484,587.6775,5540.165667,0.782279901,599.18,-0.692534735,0.29728889
5014-8,10231.66933,0.810468267,581.13,10787.3865,0.720484598,568.9166667,8127.32975,0.854559584,584.17,15980.90675,0.448070458,585.6775,6617.4485,0.772561189,595.685,1.610563221,-0.093782928
5015-1,15539.46333,0.698840384,574.4033333,10469.6894,0.639319413,557.566,11204.9815,0.791380882,580.1575,14118.02925,0.423988269,585.9275,7858.107333,0.837801587,594.8266667,-2.851074615,1.202324735
5015-3,14495.4805,0.731276622,574.09,12686.41783,0.657906492,563.7033333,8415.962,0.829685826,578.9,15178.445,0.411044093,585.6775,7346.188333,0.726555235,600.5033333,-1.380539832,0.563245178
5015-6,14031.22525,0.788949973,578.4,12557.67233,0.754644251,568.075,9614.88675,0.801838337,585.925,15166.23025,0.503313749,589.4375,4290.400333,0.874394433,606.8166667,0.620418134,-0.100619997
5015-8,10270.7295,0.7327235,585.8225,8784.117,0.754655874,568.5383333,7691.87,0.838287375,582.535,18450.064,0.439448203,585.59,3945.918333,0.851993661,628.52,1.518977395,1.312901538
5017-10,10600.07625,0.851866074,584.8625,11186.25333,0.690316698,563.2433333,9578.55475,0.829469444,585.8275,13953.59225,0.449785473,586.8725,9330.968333,0.620930313,589.84,0.786204925,-0.569909755
5017-6,12936.46925,0.831386062,584.41,12240.97917,0.720938414,563.5883333,10093.57325,0.813470359,583.9225,15106.46175,0.443021572,588.685,4739.6595,0.856266015,601.67,0.286897893,-0.452607247
5017-7,10664.2455,0.838415586,599.18,10812.56567,0.701077709,564.2083333,9890.163,0.810161913,583.17,16192.707,0.41725957,584.4225,3579.078,0.846436176,638.42,0.686245782,0.197485581
5017-8,10990.663,0.813713487,586.3625,10017.5815,0.709872552,563.9066667,11539.538,0.732476173,573.335,11693.336,0.424392062,585.59,3112.108333,0.998665812,608.4766667,-1.285936511,-0.174299628
5017-9,11727.70875,0.788198995,588.6175,9231.9588,0.710736835,569.686,10721.54525,0.83185259,583.57,10848.93125,0.439555901,585.35,2428.479,0.969187285,607.74,0.787273735,0.753701563
5018-1,7498.06225,0.80520013,578.375,8339.860667,0.727290853,572.6116667,10153.0255,0.768021532,585.675,14577.41475,0.474954805,585.93,3829.943667,0.875604042,607.4766667,1.428061237,-0.081632556
5018-2,15296.5365,0.72455798,575.875,9438.400333,0.642581549,563.6333333,6816.0215,0.884875062,593.1825,14733.12325,0.471002776,588.185,6700.946667,0.755264517,600.84,0.473938437,1.946439503
5018-3,12966.403,0.808771444,570.7633333,10593.05783,0.723054941,569.92,9124.3365,0.877642877,588.685,12833.63375,0.466745515,587.9325,7589.335,0.688795921,592.5166667,1.630981374,-0.156326625
5018-4,11126.0915,0.799767328,584.6225,9616.4075,0.64213662,585.66,7911.02875,0.797106675,590.88,10949.64775,0.497046299,586.6325,4467.916667,0.810981349,599.1233333,1.922884847,1.254673854
5018-5,14420.4705,0.74923054,586.6175,9966.36,0.691874704,567.08,8794.88125,0.779551511,587.35,16840.035,0.477569493,586.15,6112.644333,0.793702821,598.16,-0.069186878,1.587121025
