,Nest,Egg.Number,Egg.ID,Chick.ID,Egg.Volume,True.Lay.Seq
1148,6075,12,6075-12,6075-12,29.7718368,12
1149,6076,1,6076-1,NA,37.7612191,NA
1150,6076,2,6076-2,NA,37.69097952,NA
1151,6076.1,1,6076.1-1,NA,35.251941,NA
1152,6076.2,1,6076.2-1,NA,35.45988006,NA
1153,6076.3,1,6076.3-1,NA,36.18587008,NA
1154,6076.3,2,6076.3-2,NA,35.34950908,NA
1155,6076.4,1,6076.4-1,NA,34.19316412,NA
1156,6076.4,2,6076.4-2,NA,35.3870398,NA
1157,6077,1,6077-1,6077-1,28.57746639,NA
1158,6077,2,6077-2,6077-2,26.4132608,NA
1159,6077,3,6077-3,6077-3,28.18205651,NA
1160,6077,4,6077-4,6077-4,27.63080946,NA
1161,6077,5,6077-5,6077-5,28.40887027,NA
1162,6077,6,6077-6,6077-6,30.11764899,NA
1163,6077,7,6077-7,6077-7,28.87464891,NA
1164,6077,8,6077-8,6077-8,30.29131567,NA
1165,6077,9,6077-9,6077-9,NA,NA
1166,6077,10,6077-10,6077-10,28.39915688,NA
1167,6077,11,6077-11,6077-11,29.0134295,NA
1168,6077,12,6077-12,6077-12,29.06064413,NA
1169,6077,P1,6077-P1,6077-P1,28.16120772,NA
1170,6078,1,6078-1,6078-1,30.09247254,1.5
1171,6078,2,6078-2,6078-2,24.43982029,1.5
1172,6078,3,6078-3,6078-3,30.48049526,3
1173,6078,4,6078-4,6078-4,31.07202915,4
1174,6078,5,6078-5,6078-5,31.22662656,5
1175,6078,6,6078-6,6078-6,32.15275898,6
1176,6078,7,6078-7,6078-7,NA,7
1177,6078,8,6078-8,6078-8,31.67863268,8
1178,6078,9,6078-9,6078-9,30.83164441,9
1179,6078,10,6078-10,6078-10,31.8812841,10
1180,6078,11,6078-11,6078-11,30.40780938,11
1181,6078,12,6078-12,6078-12,30.58525378,12
1182,6078,P1,6078-P1,6078-P1,31.43419578,NA
1183,6078,P2,6078-P2,6078-P2,NA,NA
1184,6079,1,6079-1,NA,30.95892243,NA
1185,6080,1,6080-1,NA,31.627308,NA
1186,6081,1,6081-1,NA,28.5658368,NA
1187,6081.1,1,6081.1-1,6081-1,31.06747315,1
1188,6081.1,2,6081.1-2,6081-2,31.2252008,2
1189,6081.1,3,6081.1-3,6081-3,29.29782574,3
1190,6081.1,4,6081.1-4,6081-4,28.83519181,4
1191,6081.1,5,6081.1-5,6081-5,27.97469312,5
1192,6081.1,6,6081.1-6,6081-6,27.0261634,6
1193,6081.1,8,6081.1-8,6081-8,29.12448494,8
1194,6081.1,9,6081.1-9,6081-9,28.48009234,9
1195,6081.1,10,6081.1-10,6081-10,28.64033437,10
1196,6081.1,11,6081.1-11,6081-11,26.97233346,11
1197,6081.1,P1,6081.1-P1,6081-P1,26.65647241,NA
1198,6082,1,6082-1,NA,31.724726,NA
1199,6082,2,6082-2,NA,32.79056522,NA
1200,6082,3,6082-3,NA,33.68201254,NA
1201,6082,P1,6082-P1,NA,29.7519319,NA
1202,6082.1,1,6082.1-1,6082-1,33.07063808,1
1203,6082.1,2,6082.1-2,6082-2,32.2797674,2
1204,6082.1,3,6082.1-3,6082-3,31.26453248,3
1205,6082.1,4,6082.1-4,6082-4,32.42529622,4
1206,6082.1,5,6082.1-5,6082-5,32.47484621,5
1207,6082.1,6,6082.1-6,6082-6,31.03743142,6
1208,6082.1,7,6082.1-7,6082-7,32.50608,7
1209,6082.1,8,6082.1-8,6082-8,32.04646,8
1210,6082.1,9,6082.1-9,6082-9,33.59564204,9
1211,6082.1,10,6082.1-10,6082-10,32.59531328,10
1212,6082.1,11,6082.1-11,6082-11,29.38885837,11
1213,6082.1,12,6082.1-12,6082-12,30.55649792,12
1214,6083,1,6083-1,6083-1,31.20386157,1
1215,6083,2,6083-2,6083-2,33.12084734,2
1216,6083,3,6083-3,6083-3,31.50922184,3
1217,6083,4,6083-4,6083-4,30.40046082,4
1218,6083,5,6083-5,6083-5,30.3849806,5
1219,6083,6,6083-6,6083-6,30.7632224,6
1220,6083,7,6083-7,6083-7,27.695815,7
1221,6083,8,6083-8,6083-8,29.76771174,8
1222,6083,9,6083-9,6083-9,29.94244989,9
1223,6083,10,6083-10,6083-10,32.49518848,10
1224,6083,11,6083-11,6083-11,33.00151338,11
1225,6083,12,6083-12,6083-12,31.6306848,12
1226,6083,P1,6083-P1,6083-P1,30.47943452,NA
1227,6084,1,6084-1,6084-1,27.7900899,NA
1228,6084,2,6084-2,6084-2,29.7718368,NA
1229,6084,3,6084-3,6084-3,30.49380522,NA
1230,6084,4,6084-4,6084-4,31.09977037,NA
1231,6084,5,6084-5,6084-5,31.75146061,NA
1232,6084,6,6084-6,6084-6,29.47649598,NA
1233,6084,7,6084-7,6084-7,29.85669632,NA
1234,6084,8,6084-8,6084-8,28.2220807,NA
1235,6084,9,6084-9,6084-9,28.17861325,NA
1236,6084,10,6084-10,6084-10,28.6755694,NA
1237,6085,1,6085-1,6085-1,31.93087214,1
1238,6085,2,6085-2,6085-2,31.97037802,2
1239,6085,3,6085-3,6085-3,32.31189363,3
1240,6085,4,6085-4,6085-4,32.99706243,4
1241,6085,5,6085-5,6085-5,32.6875905,5
1242,6085,6,6085-6,6085-6,31.68496659,6
1243,6085,7,6085-7,6085-7,31.1969536,7
1244,6085,8,6085-8,6085-8,31.13963269,8
1245,6085,9,6085-9,6085-9,30.77874603,9
1246,6085,10,6085-10,6085-10,30.77004675,10
1247,6086,1,6086-1,6086-1,29.35417702,NA
1248,6086,2,6086-2,6086-2,30.95892243,NA
1249,6086,3,6086-3,6086-3,30.48059603,NA
1250,6086,4,6086-4,6086-4,30.06311206,NA
1251,6086,5,6086-5,6086-5,30.58525378,NA
1252,6086,6,6086-6,6086-6,30.53027894,NA
1253,6086,7,6086-7,6086-7,30.24141997,NA
1254,6086,8,6086-8,6086-8,28.08932101,NA
1255,6086,9,6086-9,6086-9,29.6981636,NA
1256,6086,10,6086-10,6086-10,28.5985328,NA
1257,6087,1,6087-1,6087-1,32.547888,NA
1258,6087,2,6087-2,6087-2,33.30934246,NA
1259,6087,3,6087-3,6087-3,35.50839663,NA
1260,6087,4,6087-4,6087-4,34.01015389,NA
1261,6087,5,6087-5,6087-5,33.294,NA
1262,6087,6,6087-6,6087-6,33.9506,NA
1263,6087,7,6087-7,6087-7,32.07601933,NA
1264,6087,8,6087-8,6087-8,32.35538467,NA
1265,6087,9,6087-9,6087-9,31.48033894,NA
1266,6088,1,6088-1,6088-1,32.57174,NA
1267,6088,2,6088-2,6088-2,31.24611766,NA
1268,6088,3,6088-3,6088-3,33.38206909,NA
1269,6088,4,6088-4,6088-4,33.25809818,NA
1270,6088,5,6088-5,6088-5,33.6223,NA
1271,6089,1,6089-1,6089-1,35.29282333,NA
1272,6089,2,6089-2,6089-2,34.51887363,NA
1273,6090,1,6090-1,6090-1,34.89358266,1
1274,6090,2,6090-2,6090-2,33.51133299,2
1275,6090,3,6090-3,6090-3,32.70530048,3
1276,6090,4,6090-4,6090-4,32.47484621,4
1277,6090,5,6090-5,6090-5,32.93973402,5
1278,6090,6,6090-6,6090-6,32.72377479,6
1279,6090,7,6090-7,6090-7,33.19130776,7
1280,6090,8,6090-8,6090-8,32.1926733,8
1281,6090,10,6090-10,6090-10,31.73405133,10
1282,6091,1,6091-1,6091-1,29.68303232,1
1283,6091,2,6091-2,6091-2,31.754608,2
1284,6091,2,6091-2,6091-2,31.754608,2
1285,6091,3,6091-3,6091-3,32.81232896,3
1286,6091,4,6091-4,6091-4,31.44032815,4
1287,6091,5,6091-5,6091-5,31.86090752,5
1288,6091,6,6091-6,6091-6,31.50265477,6
1289,6091,7,6091-7,6091-7,33.06123021,7
1290,6091,8,6091-8,6091-8,32.11795168,8
1291,6091,9,6091-9,6091-9,32.11795168,9
1292,6091,10,6091-10,6091-10,32.49997174,10
1293,6091,11,6091-11,6091-11,NA,11
1294,6091,12,6091-12,6091-12,NA,12
1295,6092,1,6092-1,6092-1,29.7676233,1
1296,6092,2,6092-2,6092-2,28.5985328,2
1297,6092,3,6092-3,6092-3,30.46205847,3
1298,6092,4,6092-4,6092-4,32.14093107,4
1299,6092,5,6092-5,6092-5,33.1282688,5
1300,6092,6,6092-6,6092-6,32.43727904,6
1301,6092,7,6092-7,6092-7,32.23969765,7
1302,6092,8,6092-8,6092-8,32.1146199,8
1303,6092,9,6092-9,6092-9,32.8045591,9
1304,6092,10,6092-10,6092-10,31.44834886,10
1305,6092,11,6092-11,6092-11,30.8871456,11
1306,6093,1,6093-1,6093-1,28.77752678,1
1307,6093,2,6093-2,6093-2,28.03454502,2
1308,6093,3,6093-3,6093-3,29.18118195,3
1309,6093,4,6093-4,6093-4,26.80248202,4
1310,6093,5,6093-5,6093-5,27.30576512,5
1311,6093,6,6093-6,6093-6,29.87295642,6
1312,6093,7,6093-7,6093-7,29.11239493,7
1313,6093,8,6093-8,6093-8,29.4575532,8
1314,6093,9,6093-9,6093-9,27.69720753,9
1315,6093,10,6093-10,6093-10,26.97024306,10
1316,6093,P1,6093-P1,6093-P1,31.78382,NA
1317,6093,P2,6093-P2,6093-P2,32.09511754,NA
1318,6093,P3,6093-P3,6093-P3,32.2912169,NA
1319,6094,1,6094-1,NA,34.52711624,NA
1320,6094,2,6094-2,NA,34.2082611,NA
1321,6094,3,6094-3,NA,33.12539798,NA
1322,6094.1,1,6094.1-1,6094-1,28.26126284,1
1323,6094.1,2,6094.1-2,6094-2,31.93573741,2
1324,6094.1,3,6094.1-3,6094-3,29.94495194,3
1325,6094.1,4,6094.1-4,6094-4,29.7676233,4
1326,6094.1,5,6094.1-5,6094-5,31.141826,5
1327,6094.1,6,6094.1-6,6094-6,31.01643738,6
1328,6094.1,7,6094.1-7,6094-7,30.1228155,7
1329,6094.1,8,6094.1-8,6094-8,30.2912744,8
1330,6094.1,9,6094.1-9,6094-9,30.95894816,9
1331,6094.1,10,6094.1-10,6094-10,29.17382374,10
1332,6095,1,6095-1,NA,32.05587055,NA
1333,6095,2,6095-2,NA,33.30982486,NA
1334,6095.1,1,6095.1-1,6095-1,32.72513677,1
1335,6095.1,2,6095.1-2,6095-2,33.21772506,2
1336,6095.1,3,6095.1-3,6095-3,32.83438,3
1337,6095.1,4,6095.1-4,6095-4,32.3091,4
1338,6095.1,5,6095.1-5,6095-5,33.57850237,5
1339,6095.1,6,6095.1-6,6095-6,33.15168932,6
1340,6095.1,7,6095.1-7,6095-7,33.45846946,7
1341,6095.1,8,6095.1-8,6095-8,33.13897165,8
1342,6095.1,9,6095.1-9,6095-9,35.17648346,9
1343,6095.1,10,6095.1-10,6095-10,33.70290797,10
1344,6095.1,11,6095.1-11,6095-11,33.39167903,11
1345,6095.1,P1,6095.1-P1,6095-P1,27.71225894,NA
1346,6096,1,6096-1,6096-1,33.900953,NA
1347,6097,1,6097-1,6097-1,34.58604301,1
1348,6097,2,6097-2,6097-2,35.03020798,2
1349,6097,3,6097-3,6097-3,35.97123102,3
1350,6097,4,6097-4,6097-4,31.54376704,4
1351,6097,5,6097-5,6097-5,32.72513677,5
1352,6097,6,6097-6,6097-6,34.17514541,6
1353,6097,7,6097-7,6097-7,35.10855296,7
1354,6097,8,6097-8,6097-8,36.1275104,8
1355,6097,9,6097-9,6097-9,35.39207552,9
1356,6097,10,6097-10,6097-10,34.05958327,10
1357,6097,P1,6097-P1,6097-P1,34.53716838,NA
1358,6098,1,6098-1,6098-1,30.47667251,1
1359,6098,2,6098-2,6098-2,29.5778584,2
1360,6098,3,6098-3,6098-3,30.4199948,3
1361,6098,4,6098-4,6098-4,30.47438111,4
1362,6098,5,6098-5,6098-5,30.00394249,5
1363,6098,6,6098-6,6098-6,29.337248,6
1364,6098,7,6098-7,6098-7,30.35263514,7
1365,6098,8,6098-8,6098-8,30.47807898,8
1366,6098,9,6098-9,6098-9,29.31779442,9
1367,6099,1,6099-1,6099-1,27.91329807,1
1368,6099,2,6099-2,6099-2,28.43153664,2
1369,6099,3,6099-3,6099-3,31.1969536,3
1370,6099,4,6099-4,6099-4,30.58525378,4
1371,6099,5,6099-5,6099-5,30.29654221,5
1372,6099,6,6099-6,6099-6,29.4740888,6
1373,6099,7,6099-7,6099-7,32.178048,7
1374,6099,8,6099-8,6099-8,31.13963269,8
1375,6099,9,6099-9,6099-9,31.262828,9
1376,6099,10,6099-10,6099-10,30.96217702,10
1377,6100,1,6100-1,6100-1,33.481868,1
1378,6100,2,6100-2,6100-2,32.8092818,2
1379,6100,3,6100-3,6100-3,33.36780934,3
1380,6100,4,6100-4,6100-4,32.2351052,4
1381,6100,5,6100-5,6100-5,32.48372022,5
1382,6100,6,6100-6,6100-6,33.17951898,6
1383,6100,7,6100-7,6100-7,32.1713078,7
1384,6100,8,6100-8,6100-8,32.93982996,8
1385,6100,9,6100-9,6100-9,32.6875905,9
1386,6100,10,6100-10,6100-10,33.00288982,10
1387,6101,1,6101-1,NA,29.86565127,NA
1388,6101,2,6101-2,NA,30.22410502,NA
1389,6101,3,6101-3,NA,30.23088918,NA
1390,6101,4,6101-4,NA,30.40780938,NA
1391,6101,5,6101-5,NA,30.41350813,NA
1392,6101,6,6101-6,NA,30.71787305,NA
1393,6101.1,1,6101.1-1,6101-1,30.46904416,1
1394,6101.1,2,6101.1-2,6101-2,31.17415377,2
1395,6101.1,3,6101.1-3,6101-3,30.30112501,3
1396,6101.1,4,6101.1-4,6101-4,30.73273472,4
1397,6101.1,5,6101.1-5,6101-5,32.07601933,5
1398,6101.1,6,6101.1-6,6101-6,32.1713078,6
1399,6101.1,7,6101.1-7,6101-7,27.45886762,7
1400,6101.1,8,6101.1-8,6101-8,28.03454502,8
1401,6101.1,9,6101.1-9,6101-9,28.5270304,9
1402,6101.1,10,6101.1-10,6101-10,27.74543734,10
1403,6101.1,11,6101.1-11,6101-11,28.77638189,11
1404,6101.1,12,6101.1-12,6101-12,27.36211802,12
1405,6102,1,6102-1,6102-1,27.61335086,NA
1406,6102,2,6102-2,6102-2,31.06156,NA
1407,6102,3,6102-3,6102-3,32.43662298,NA
1408,6102,4,6102-4,6102-4,31.87713331,NA
1409,6102,6,6102-6,6102-6,30.6870225,NA
1410,6102,7,6102-7,6102-7,30.6401702,NA
1411,6102,8,6102-8,6102-8,30.87952582,NA
1412,6102,9,6102-9,6102-9,31.27867859,NA
1413,6102,10,6102-10,6102-10,30.92651373,NA
1414,6102,11,6102-11,6102-11,31.69890313,NA
1415,6102,P1,6102-P1,6102-P1,32.38982267,NA
1416,6103,1,6103-1,6103-1,30.53104435,NA
1417,6103,2,6103-2,6103-2,30.841063,NA
1418,6103,3,6103-3,6103-3,32.55637878,NA
1419,6103,4,6103-4,6103-4,33.43477986,NA
1420,6103,5,6103-5,6103-5,31.4488007,NA
1421,6103,6,6103-6,6103-6,NA,NA
1422,6103,7,6103-7,6103-7,31.87661446,NA
1423,6103,8,6103-8,6103-8,30.825184,NA
1424,6103,9,6103-9,6103-9,31.57081628,NA
1425,6103,10,6103-10,6103-10,31.13323606,NA
1426,6103,11,6103-11,6103-11,31.44627507,NA
1427,6103,P1,6103-P1,6103-P1,35.24441395,NA
1428,6103,P2,6103-P2,6103-P2,NA,NA
1429,6104,1,6104-1,NA,34.60586429,NA
1430,6104,2,6104-2,NA,33.17195334,NA
1431,6104,3,6104-3,NA,32.681687,NA
1432,6104,4,6104-4,NA,34.89358266,NA
1433,6104.1,1,6104.1-1,NA,33.5920503,NA
1434,6104.1,2,6104.1-2,NA,33.0725591,NA
1435,6104.2,1,6104.2-1,6104-1,33.81928,NA
1436,6104.2,2,6104.2-2,6104-2,33.09702,NA
1437,6105,1,6105-1,6105-1,32.1146199,NA
1438,6105,2,6105-2,6105-2,29.63090739,NA
1439,6105,3,6105-3,6105-3,33.11460723,NA
1440,6105,4,6105-4,6105-4,NA,NA
1441,6105,5,6105-5,6105-5,33.9506,NA
1442,6105,6,6105-6,6105-6,34.41022,NA
1443,6105,7,6105-7,6105-7,33.24992579,NA
1444,6105,8,6105-8,6105-8,32.61205578,NA
1445,6105,9,6105-9,6105-9,34.41237472,NA
1446,6105,10,6105-10,6105-10,32.06114854,NA
1447,6105,11,6105-11,6105-11,32.31290078,NA
1448,6105,12,6105-12,6105-12,33.63689421,NA
1449,6106,1,6106-1,NA,31.02268928,1
1450,6106,2,6106-2,NA,32.93289466,2
1451,6106,3,6106-3,NA,33.6223,3
1452,6106,4,6106-4,NA,32.547888,4
1453,6106,5,6106-5,NA,33.23723867,5
1454,6106,6,6106-6,NA,32.92722967,6
1455,6106,7,6106-7,NA,32.37458634,7
1456,6106.1,1,6106.1-1,6106-1,27.74972534,NA
1457,6106.1,2,6106.1-2,6106-2,34.15123338,NA
1458,6106.1,3,6106.1-3,6106-3,33.80309709,NA
1459,6106.1,4,6106.1-4,6106-4,29.29170301,NA
1460,6106.1,5,6106.1-5,6106-5,30.515376,NA
1461,6106.1,6,6106.1-6,6106-6,41.15176858,NA
1462,6106.1,7,6106.1-7,6106-7,30.65961574,NA
1463,6106.1,8,6106.1-8,6106-8,31.98776371,NA
1464,6106.1,9,6106.1-9,6106-9,32.22704912,NA
1465,6107,1,6107-1,NA,33.2558636,NA
1466,6107,2,6107-2,NA,32.97609733,NA
1467,6107.1,1,6107.1-1,NA,33.106668,NA
1468,6107.1,2,6107.1-2,NA,34.86569779,NA
1469,6107.1,3,6107.1-3,NA,33.54790374,NA
1470,6107.1,4,6107.1-4,NA,33.34979653,NA
1471,6107.2,1,6107.2-1,NA,31.4448,NA
1472,6107.2,2,6107.2-2,NA,31.810352,NA
1473,6107.2,3,6107.2-3,NA,32.7454844,NA
1474,6107.2,4,6107.2-4,NA,33.859212,NA
1475,6107.2,5,6107.2-5,NA,33.30982486,NA
1476,6107.2,6,6107.2-6,NA,33.9506,NA
1477,6108,1,6108-1,6108-1,25.20702925,NA
1478,6108,2,6108-2,6108-2,NA,NA
1479,6108,3,6108-3,6108-3,29.9179311,NA
1480,6108,4,6108-4,6108-4,30.29176216,NA
1481,6108,5,6108-5,6108-5,30.63008214,NA
1482,6108,6,6108-6,6108-6,31.4448,NA
1483,6108,7,6108-7,6108-7,32.41091588,NA
1484,6108,8,6108-8,6108-8,30.9491072,NA
1485,6108,9,6108-9,6108-9,30.35705446,NA
1486,6108,10,6108-10,6108-10,30.06203792,NA
1487,6108,11,6108-11,6108-11,30.34657459,NA
1488,6108,P1,6108-P1,6108-P1,33.8688927,NA
1489,6108,P2?,6108-P2?,6108-P2?,29.58368579,NA
1490,6109,1,6109-1,NA,32.46548979,NA
1491,6109.1,1,6109.1-1,6109-1,31.993932,NA
1492,6109.1,2,6109.1-2,6109-2,32.84552666,NA
1493,6109.1,3,6109.1-3,6109-3,32.78024132,NA
1494,6109.1,4,6109.1-4,6109-4,32.12738796,NA
1495,6109.1,5,6109.1-5,6109-5,32.28183743,NA
1496,6109.1,6,6109.1-6,6109-6,32.66022502,NA
1497,6109.1,7,6109.1-7,6109-7,32.12738796,NA
1498,6109.1,8,6109.1-8,6109-8,28.6154168,NA
1499,6109.1,9,6109.1-9,6109-9,32.72513677,NA
1500,6110,1,6110-1,6110-1,32.43176038,NA
1501,6110,2,6110-2,6110-2,30.239537,NA
1502,6110,3,6110-3,6110-3,32.43535105,NA
1503,6110,4,6110-4,6110-4,34.20157235,NA
1504,6110,5,6110-5,6110-5,35.62582994,NA
1505,6110,6,6110-6,6110-6,34.46032582,NA
1506,6110,7,6110-7,6110-7,33.72563115,NA
1507,6110,8,6110-8,6110-8,32.8092818,NA
1508,6110,9,6110-9,6110-9,32.4264974,NA
1509,6110,10,6110-10,6110-10,32.12381552,NA
1510,6111,1,6111-1,NA,28.83439906,NA
1511,6111,2,6111-2,NA,27.86365322,NA
1512,6111,3,6111-3,NA,30.65997808,NA
1513,6112,1,6112-1,NA,33.7800105,NA
1514,6112.1,1,6112.1-1,NA,32.85735564,NA
1515,6112.1,2,6112.1-2,NA,33.32488861,NA
1516,6113,1,6113-1,6113-1,35.69491016,1
1517,6113,2,6113-2,6113-2,34.7115458,2
1518,6113,3,6113-3,6113-3,34.86106836,3
1519,6113,4,6113-4,6113-4,35.83307059,4
1520,6113,5,6113-5,6113-5,34.98905926,5
1521,6113,6,6113-6,6113-6,34.68864466,6
1522,6113,7,6113-7,6113-7,35.00116,7
1523,6113,8,6113-8,6113-8,34.92188989,8
1524,6113,9,6113-9,6113-9,34.2679849,9
1525,6113,10,6113-10,6113-10,31.71370691,10
1526,6113,11,6113-11,6113-11,31.36333336,11
1527,6114,1,6114-1,6114-1,25.51267789,1
1528,6114,2,6114-2,6114-2,28.8560272,2
1529,6114,3,6114-3,6114-3,27.50000402,3
1530,6114,4,6114-4,6114-4,28.28295369,4
1531,6114,5,6114-5,6114-5,29.59969129,5
1532,6114,6,6114-6,6114-6,29.25692143,6
1533,6114,7,6114-7,6114-7,28.2545012,7.5
1534,6114,8,6114-8,6114-8,28.60219904,7.5
1535,6114,P1,6114-P1,6114-P1,27.63080946,NA
1536,6115,1,6115-1,6115-1,33.25373354,1.5
1537,6115,2,6115-2,6115-2,30.81706199,1.5
1538,6115,3,6115-3,6115-3,30.47438111,3
1539,6115,4,6115-4,6115-4,30.75473538,4
1540,6115,5,6115-5,6115-5,31.262828,5
1541,6115,6,6115-6,6115-6,31.5687232,6
1542,6115,7,6115-7,6115-7,31.8165696,7
1543,6115,8,6115-8,6115-8,NA,8
1544,6116,1,6116-1,6116-1,29.12351693,1
1545,6116,2,6116-2,6116-2,29.23884698,2
1546,6116,3,6116-3,6116-3,30.65274851,3
1547,6116,4,6116-4,6116-4,30.55649792,4
1548,6116,5,6116-5,6116-5,29.90767957,5
1549,6116,6,6116-6,6116-6,30.35705446,6
1550,6116,7,6116-7,6116-7,29.6492,7
1551,6116,8,6116-8,6116-8,29.1769111,8
1552,6116,9,6116-9,6116-9,29.12351693,9
1553,6117,1,6117-1,NA,27.13213114,NA
1554,6117.1,1,6117.1-1,NA,28.87693978,NA
1555,6118,1,6118-1,6118-1,30.06203792,1.5
1556,6118,2,6118-2,6118-2,30.92191431,1.5
1557,6118,3,6118-3,6118-3,32.06114854,3
1558,6118,4,6118-4,6118-4,31.75271378,4
1559,6118,5,6118-5,6118-5,30.95483972,5
1560,6118,6,6118-6,6118-6,30.515376,6
1561,6118,7,6118-7,6118-7,31.081392,7
1562,6119,1,6119-1,6119-1,26.58712044,NA
1563,6119,2,6119-2,6119-2,26.14786362,NA
1564,6120,1,6120-1,NA,32.3122624,NA
1565,6120.1,1,6120.1-1,NA,31.1969536,NA
1566,6120.1,2,6120.1-2,NA,30.96136498,NA
1567,6120.2,1,6120.2-1,NA,30.89324206,NA
1568,6120.2,2,6120.2-2,NA,31.754608,NA
1569,6120.2,3,6120.2-3,NA,31.810352,NA
1570,6120.2,4,6120.2-4,NA,31.8172069,NA
1571,6120.2,5,6120.2-5,NA,32.37229118,NA
1572,6120.2,6,6120.2-6,NA,31.6926464,NA
1573,6121,1,6121-1,6121-1,24.673512,1
1574,6121,2,6121-2,6121-2,26.20116882,2
1575,6121,3,6121-3,6121-3,27.61603837,3
1576,6121,4,6121-4,6121-4,27.51618157,4
1577,6121,5,6121-5,6121-5,27.80668928,5
1578,6121,6,6121-6,6121-6,27.18628,6
1579,6121,7,6121-7,6121-7,27.07305,7
1580,6121,8,6121-8,6121-8,27.68189133,8
1581,6121,9,6121-9,6121-9,27.23704992,9
1582,6121,10,6121-10,6121-10,26.31162877,10
1583,6121,11,6121-11,6121-11,24.31152976,11
1584,6121,12,6121-12,6121-12,24.2596873,12
1585,6122,1,6122-1,NA,32.2912169,1
1586,6122,2,6122-2,NA,33.5920503,2
1587,6122,3,6122-3,NA,35.87899239,3
1588,6122,4,6122-4,NA,31.84204246,4
1589,6122,5,6122-5,NA,31.993932,5
1590,6122,6,6122-6,NA,32.22718902,6
1591,6123,1,6123-1,6123-1,30.86996144,NA
1592,6123,2,6123-2,6123-2,30.8315624,NA
1593,6123,3,6123-3,6123-3,29.88216275,NA
1594,6123,4,6123-4,6123-4,30.16287024,NA
1595,6123,5,6123-5,6123-5,29.1567902,NA
1596,6123,6,6123-6,6123-6,28.96527258,NA
1597,6123,7,6123-7,6123-7,28.45859338,NA
1598,6123,8,6123-8,6123-8,28.8320144,NA
1599,6123,9,6123-9,6123-9,27.46490566,NA
1600,6124,1,6124-1,6124-1,33.37425421,1.5
1601,6124,2,6124-2,6124-2,35.00068993,1.5
1602,6124,3,6124-3,6124-3,32.919872,3
1603,6124,4,6124-4,6124-4,33.43916595,4
1604,6124,5,6124-5,6124-5,29.94244989,5
1605,6124,6,6124-6,6124-6,31.55251295,6
1606,6124,7,6124-7,6124-7,31.54376704,7
1607,6124,8,6124-8,6124-8,30.34657459,8
1608,6125,1,6125-1,6125-1,34.14214335,1
1609,6125,2,6125-2,6125-2,33.32488861,2
1610,6125,3,6125-3,6125-3,33.900953,3
1611,6125,4,6125-4,6125-4,30.1803417,4
1612,6125,5,6125-5,6125-5,31.55672538,5
1613,6125,6,6125-6,6125-6,30.71920179,6
1614,6125,7,6125-7,6125-7,31.94619584,7
1615,6125,8,6125-8,6125-8,31.78382,8
1616,6125,9,6125-9,6125-9,32.25795863,9
1617,6125,10,6125-10,6125-10,32.11212,10
1618,6126,1,6126-1,6126-1,28.1315696,1.5
1619,6126,2,6126-2,6126-2,26.17808115,1.5
1620,6126,3,6126-3,6126-3,30.1436064,3
1621,6126,4,6126-4,6126-4,30.86996144,4
1622,6126,5,6126-5,6126-5,30.205568,5
1623,6126,6,6126-6,6126-6,31.81428785,6
1624,6126,7,6126-7,6126-7,32.547888,7
1625,6126,8,6126-8,6126-8,31.7476593,8
1626,6126,9,6126-9,6126-9,30.11500544,9
1627,6127,1,6127-1,6127-1,31.61557282,NA
1628,6127,2,6127-2,6127-2,28.10197436,NA
1629,6127,3,6127-3,6127-3,36.40881821,NA
1630,6127,4,6127-4,6127-4,31.22662656,NA
1631,6127,5,6127-5,6127-5,30.3598422,NA
1632,6127,6,6127-6,6127-6,29.79546154,NA
1633,6127,7,6127-7,6127-7,29.76771174,NA
1634,6127,P1,6127-P1,6127-P1,31.05559218,NA
1635,6127,P2,6127-P2,6127-P2,33.5040777,NA
1636,6128,1,6128-1,6128-1,31.63096781,1
1637,6128,2,6128-2,6128-2,32.24920093,2
1638,6128,3,6128-3,6128-3,35.52982323,3
1639,6128,4,6128-4,6128-4,34.67286,4
1640,6128,5,6128-5,6128-5,34.21810688,5
1641,6128,6,6128-6,6128-6,33.57457242,6
1642,6129,1,6129-1,NA,30.15407019,1
1643,6129,2,6129-2,NA,31.09977037,2
1644,6129,3,6129-3,NA,33.65884073,3
1645,6129,4,6129-4,NA,33.32488861,4
1646,6129,5,6129-5,NA,32.82151064,5
1647,6129,6,6129-6,NA,32.1075104,6
1648,6129,7,6129-7,NA,32.43727904,7
1649,6129,8,6129-8,NA,30.59151373,8
1650,6130,1,6130-1,6130-1,30.205568,NA
1651,6130,2,6130-2,6130-2,30.84605798,NA
1652,6130,3,6130-3,6130-3,27.6529752,NA
1653,6130,4,6130-4,6130-4,30.59151373,NA
1654,6130,5,6130-5,6130-5,30.73273472,NA
1655,6130,6,6130-6,6130-6,31.2781442,NA
1656,6130,7,6130-7,6130-7,28.2483104,NA
1657,6130,8,6130-8,6130-8,NA,NA
1658,6130,9,6130-9,6130-9,29.19604845,NA
1659,6131,1,6131-1,6131-1,29.8850727,NA
1660,6131,2,6131-2,6131-2,30.83605354,NA
1661,6131,3,6131-3,6131-3,30.524756,NA
1662,6131,4,6131-4,6131-4,30.00681598,NA
1663,6131,5,6131-5,6131-5,30.28533981,NA
1664,6131,6,6131-6,6131-6,29.585952,NA
1665,6131,7,6131-7,6131-7,29.98739724,NA
